driver_id,driver_name,city,join_date,driver_rating,is_active
5523,Driver_5523,Mumbai,9/15/2022,4.5,Y
5524,Driver_5524,Chennai,12/25/2021,4.8,Y
5525,Driver_5525,Mumbai,2/10/2021,4.3,Y
5526,Driver_5526,Delhi,4/23/2022,3.2,Y
5527,Driver_5527,Bangalore,8/12/2024,4.1,N
5528,Driver_5528,Mumbai,6/5/2024,3.9,Y
5529,Driver_5529,Bangalore,7/21/2021,3.8,Y
5530,Driver_5530,Delhi,6/14/2021,3.1,Y
5531,Driver_5531,Mumbai,10/7/2021,3.4,Y
5532,Driver_5532,Bangalore,11/24/2023,3.1,N
5533,Driver_5533,Hyderabad,10/14/2022,3.6,Y
5534,Driver_5534,Bangalore,7/14/2023,4.7,Y
5535,Driver_5535,Bangalore,10/15/2024,4.1,Y
5536,Driver_5536,Mumbai,1/7/2023,4.5,Y
5537,Driver_5537,Delhi,8/25/2024,3.2,Y
5538,Driver_5538,Delhi,4/7/2022,4.9,Y
5539,Driver_5539,Delhi,9/23/2022,4,Y
5540,Driver_5540,Mumbai,9/19/2023,3.6,Y
5541,Driver_5541,Hyderabad,3/26/2024,3.7,Y
5542,Driver_5542,Delhi,11/5/2021,4.2,Y
5543,Driver_5543,Delhi,10/10/2022,4.2,Y
5544,Driver_5544,Chennai,6/3/2023,4.4,Y
5545,Driver_5545,Hyderabad,3/14/2022,4.3,Y
5546,Driver_5546,Mumbai,11/18/2022,3.4,Y
5547,Driver_5547,Bangalore,3/18/2022,3.9,Y
5548,Driver_5548,Bangalore,3/6/2024,4.1,Y
5549,Driver_5549,Delhi,11/26/2021,3.1,Y
5550,Driver_5550,Hyderabad,3/15/2022,4.8,Y
5551,Driver_5551,Delhi,6/13/2021,4.6,Y
5552,Driver_5552,Hyderabad,10/22/2021,4.8,Y
5553,Driver_5553,Bangalore,9/23/2024,4.3,Y
5554,Driver_5554,Chennai,4/22/2024,4,Y
5555,Driver_5555,Delhi,4/12/2021,4.6,Y
5556,Driver_5556,Mumbai,2/25/2022,4.2,Y
5557,Driver_5557,Chennai,8/21/2024,3,Y
5558,Driver_5558,Chennai,1/7/2024,4.5,Y
5559,Driver_5559,Mumbai,6/7/2021,3.9,Y
5560,Driver_5560,Hyderabad,10/5/2021,4.2,Y
5561,Driver_5561,Hyderabad,8/27/2023,3.3,Y
5562,Driver_5562,Chennai,7/23/2023,4.9,Y
5563,Driver_5563,Bangalore,2/7/2021,3.3,Y
5564,Driver_5564,Chennai,12/10/2022,3.1,Y
5565,Driver_5565,Hyderabad,10/21/2023,4.2,Y
5566,Driver_5566,Bangalore,3/11/2024,3.2,Y
5567,Driver_5567,Mumbai,2/20/2022,4.1,N
5568,Driver_5568,Hyderabad,6/23/2022,3.3,Y
5569,Driver_5569,Chennai,5/7/2022,5,Y
5570,Driver_5570,Chennai,6/4/2022,3.1,Y
5571,Driver_5571,Bangalore,1/13/2021,3.4,Y
5572,Driver_5572,Bangalore,8/13/2024,4.3,N
5573,Driver_5573,Hyderabad,11/3/2023,4.2,Y
5574,Driver_5574,Chennai,3/4/2021,4.4,Y
5575,Driver_5575,Hyderabad,3/28/2023,3.9,Y
5576,Driver_5576,Delhi,3/7/2024,3.4,Y
5577,Driver_5577,Bangalore,6/6/2022,3.7,N
5578,Driver_5578,Hyderabad,8/14/2023,3,Y
5579,Driver_5579,Delhi,3/16/2022,3.7,Y
5580,Driver_5580,Mumbai,2/8/2021,3.8,Y
5581,Driver_5581,Chennai,12/13/2023,4.9,Y
5582,Driver_5582,Hyderabad,12/25/2022,4.3,Y
5583,Driver_5583,Mumbai,1/1/2021,3.1,Y
5584,Driver_5584,Mumbai,12/18/2022,3.5,Y
5585,Driver_5585,Chennai,11/8/2023,4.9,Y
5586,Driver_5586,Delhi,5/2/2024,4.6,Y
5587,Driver_5587,Mumbai,7/4/2021,4,Y
5588,Driver_5588,Delhi,9/20/2022,4.5,Y
5589,Driver_5589,Hyderabad,6/9/2024,3.9,Y
5590,Driver_5590,Hyderabad,6/11/2023,3.2,Y
5591,Driver_5591,Bangalore,3/8/2024,3.5,Y
5592,Driver_5592,Hyderabad,12/5/2021,3.6,Y
5593,Driver_5593,Hyderabad,2/15/2023,3.8,Y
5594,Driver_5594,Chennai,5/5/2021,4.3,Y
5595,Driver_5595,Delhi,10/13/2023,3,Y
5596,Driver_5596,Delhi,9/16/2022,3.6,Y
5597,Driver_5597,Bangalore,11/21/2022,3.8,Y
5598,Driver_5598,Mumbai,2/1/2021,4.6,Y
5599,Driver_5599,Bangalore,10/21/2024,4.9,Y
5600,Driver_5600,Mumbai,7/12/2021,4,Y
5601,Driver_5601,Delhi,8/19/2024,4.7,N
5602,Driver_5602,Bangalore,7/19/2021,3.8,Y
5603,Driver_5603,Mumbai,5/13/2021,3.7,Y
5604,Driver_5604,Mumbai,11/7/2023,3.8,Y
5605,Driver_5605,Chennai,3/20/2024,4.3,N
5606,Driver_5606,Delhi,8/5/2021,3.6,Y
5607,Driver_5607,Delhi,2/14/2023,3.1,Y
5608,Driver_5608,Bangalore,2/21/2022,4.9,Y
5609,Driver_5609,Bangalore,5/3/2021,3.4,Y
5610,Driver_5610,Hyderabad,8/21/2021,4.1,Y
5611,Driver_5611,Delhi,7/3/2023,4.8,Y
5612,Driver_5612,Mumbai,12/13/2024,4.5,Y
5613,Driver_5613,Delhi,3/11/2021,3.5,Y
5614,Driver_5614,Bangalore,10/19/2021,4.6,Y
5615,Driver_5615,Mumbai,3/14/2023,3.7,Y
5616,Driver_5616,Delhi,10/20/2021,3.4,Y
5617,Driver_5617,Chennai,9/22/2022,3.3,Y
5618,Driver_5618,Hyderabad,4/23/2022,3.8,Y
5619,Driver_5619,Hyderabad,11/4/2022,4.8,Y
5620,Driver_5620,Bangalore,3/21/2024,4.8,Y
5621,Driver_5621,Mumbai,7/11/2022,4.2,N
5622,Driver_5622,Bangalore,9/1/2022,5,Y
5623,Driver_5623,Mumbai,8/7/2021,3.3,Y
5624,Driver_5624,Bangalore,7/6/2024,4.2,Y
5625,Driver_5625,Chennai,2/14/2021,4.8,N
5626,Driver_5626,Mumbai,11/16/2023,3.6,Y
5627,Driver_5627,Chennai,9/5/2024,3.1,Y
5628,Driver_5628,Chennai,5/28/2021,4.6,Y
5629,Driver_5629,Mumbai,7/21/2021,3.5,Y
5630,Driver_5630,Chennai,9/26/2022,4.1,Y
5631,Driver_5631,Hyderabad,6/22/2023,4,Y
5632,Driver_5632,Bangalore,11/5/2023,3.4,N
5633,Driver_5633,Hyderabad,10/27/2021,3.6,Y
5634,Driver_5634,Chennai,7/18/2024,5,Y
5635,Driver_5635,Mumbai,4/4/2023,4.6,Y
5636,Driver_5636,Hyderabad,3/16/2022,4.6,Y
5637,Driver_5637,Mumbai,5/8/2022,3.8,Y
5638,Driver_5638,Mumbai,3/2/2023,3.4,Y
5639,Driver_5639,Delhi,6/26/2023,4.4,Y
5640,Driver_5640,Delhi,6/15/2021,3.5,Y
5641,Driver_5641,Chennai,12/7/2021,3.8,Y
5642,Driver_5642,Delhi,9/15/2021,3.9,Y
5643,Driver_5643,Bangalore,10/1/2022,3.8,Y
5644,Driver_5644,Chennai,1/7/2022,4.8,Y
5645,Driver_5645,Bangalore,2/13/2023,4.1,Y
5646,Driver_5646,Mumbai,3/14/2023,4.4,Y
5647,Driver_5647,Hyderabad,5/24/2022,3.3,Y
5648,Driver_5648,Hyderabad,11/1/2022,3.4,Y
5649,Driver_5649,Mumbai,5/22/2021,3.5,Y
5650,Driver_5650,Bangalore,3/7/2021,3.1,Y
5651,Driver_5651,Chennai,8/3/2024,4.8,Y
5652,Driver_5652,Delhi,11/10/2024,3.2,Y
5653,Driver_5653,Mumbai,12/4/2021,3.4,Y
5654,Driver_5654,Mumbai,10/25/2024,4.4,Y
5655,Driver_5655,Mumbai,7/16/2021,4.6,Y
5656,Driver_5656,Mumbai,11/8/2022,4.1,Y
5657,Driver_5657,Delhi,9/10/2023,4.8,Y
5658,Driver_5658,Hyderabad,10/2/2021,3.1,Y
5659,Driver_5659,Delhi,4/1/2024,5,Y
5660,Driver_5660,Mumbai,3/18/2024,4.8,Y
5661,Driver_5661,Mumbai,1/10/2024,4.8,Y
5662,Driver_5662,Mumbai,9/14/2024,4.5,Y
5663,Driver_5663,Chennai,4/7/2024,3.4,Y
5664,Driver_5664,Bangalore,10/20/2023,4.3,Y
5665,Driver_5665,Delhi,5/24/2023,3.6,Y
5666,Driver_5666,Chennai,8/18/2023,4.2,Y
5667,Driver_5667,Chennai,5/24/2024,3.2,Y
5668,Driver_5668,Bangalore,8/5/2021,4,Y
5669,Driver_5669,Bangalore,11/15/2022,4.9,Y
5670,Driver_5670,Hyderabad,2/20/2022,4.4,Y
5671,Driver_5671,Delhi,4/4/2023,4.8,Y
5672,Driver_5672,Mumbai,9/16/2021,4.6,Y
5673,Driver_5673,Delhi,7/16/2022,3,Y
5674,Driver_5674,Mumbai,2/3/2022,3.7,Y
5675,Driver_5675,Delhi,12/8/2024,4.3,Y
5676,Driver_5676,Bangalore,7/16/2022,4.5,N
5677,Driver_5677,Mumbai,9/22/2021,4.2,Y
5678,Driver_5678,Bangalore,6/11/2021,3.9,Y
5679,Driver_5679,Delhi,7/16/2024,3.2,Y
5680,Driver_5680,Chennai,9/8/2021,3,Y
5681,Driver_5681,Delhi,7/10/2023,3.7,Y
5682,Driver_5682,Hyderabad,9/19/2024,3.3,Y
5683,Driver_5683,Hyderabad,7/14/2022,4.4,N
5684,Driver_5684,Chennai,10/28/2022,4.9,N
5685,Driver_5685,Hyderabad,9/7/2022,3.2,Y
5686,Driver_5686,Chennai,2/13/2024,3.3,Y
5687,Driver_5687,Mumbai,10/19/2021,3.8,Y
5688,Driver_5688,Chennai,7/9/2021,4.9,Y
5689,Driver_5689,Hyderabad,6/23/2022,4.5,Y
5690,Driver_5690,Chennai,7/15/2021,4.6,Y
5691,Driver_5691,Hyderabad,6/23/2024,4.7,Y
5692,Driver_5692,Delhi,9/19/2022,3.6,Y
5693,Driver_5693,Chennai,6/5/2021,4.6,Y
5694,Driver_5694,Delhi,7/13/2021,4.8,Y
5695,Driver_5695,Mumbai,9/4/2021,4.6,Y
5696,Driver_5696,Delhi,11/2/2023,3.9,Y
5697,Driver_5697,Delhi,11/12/2022,4.2,Y
5698,Driver_5698,Hyderabad,11/7/2024,4.6,Y
5699,Driver_5699,Chennai,2/20/2022,5,Y
5700,Driver_5700,Delhi,10/11/2024,4.3,Y
5701,Driver_5701,Delhi,10/3/2022,4.8,Y
5702,Driver_5702,Delhi,11/27/2021,3.3,Y
5703,Driver_5703,Hyderabad,7/5/2022,4.1,Y
5704,Driver_5704,Mumbai,1/16/2023,4.1,Y
5705,Driver_5705,Mumbai,9/14/2022,4.2,Y
5706,Driver_5706,Mumbai,2/14/2022,4.1,Y
5707,Driver_5707,Bangalore,5/24/2024,3.3,N
5708,Driver_5708,Delhi,2/19/2021,3.4,Y
5709,Driver_5709,Mumbai,1/7/2022,3.4,Y
5710,Driver_5710,Hyderabad,3/6/2024,4,Y
5711,Driver_5711,Hyderabad,5/23/2022,4.8,Y
5712,Driver_5712,Chennai,12/26/2024,3.9,Y
5713,Driver_5713,Mumbai,6/27/2024,4.8,Y
5714,Driver_5714,Delhi,2/21/2021,5,Y
5715,Driver_5715,Bangalore,1/18/2024,5,Y
5716,Driver_5716,Mumbai,3/18/2022,3.7,Y
5717,Driver_5717,Bangalore,5/20/2022,3.9,Y
5718,Driver_5718,Chennai,3/2/2022,4.5,Y
5719,Driver_5719,Bangalore,2/12/2021,4.6,Y
5720,Driver_5720,Bangalore,2/5/2024,4,N
5721,Driver_5721,Delhi,4/17/2021,3.3,Y
5722,Driver_5722,Chennai,5/9/2022,3.7,Y
5723,Driver_5723,Delhi,5/9/2023,3.1,Y
5724,Driver_5724,Delhi,9/4/2023,3.1,Y
5725,Driver_5725,Chennai,3/23/2023,3.5,Y
5726,Driver_5726,Bangalore,3/13/2022,3.3,Y
5727,Driver_5727,Mumbai,10/16/2022,4.6,Y
5728,Driver_5728,Delhi,8/26/2024,4.3,Y
5729,Driver_5729,Hyderabad,4/8/2021,3.1,Y
5730,Driver_5730,Mumbai,1/11/2021,3.2,Y
5731,Driver_5731,Mumbai,7/23/2024,3,Y
5732,Driver_5732,Bangalore,11/11/2023,5,Y
5733,Driver_5733,Bangalore,12/11/2021,4.2,Y
5734,Driver_5734,Chennai,5/26/2021,3.7,Y
5735,Driver_5735,Bangalore,5/27/2022,3.4,Y
5736,Driver_5736,Hyderabad,7/18/2022,3,Y
5737,Driver_5737,Delhi,11/2/2023,4.6,Y
5738,Driver_5738,Bangalore,3/18/2021,3.5,Y
5739,Driver_5739,Delhi,8/1/2022,3.3,Y
5740,Driver_5740,Delhi,6/4/2021,3.5,N
5741,Driver_5741,Mumbai,10/24/2022,3,Y
5742,Driver_5742,Mumbai,8/11/2023,3.7,Y
5743,Driver_5743,Mumbai,9/10/2024,3.2,Y
5744,Driver_5744,Hyderabad,12/14/2024,5,Y
5745,Driver_5745,Mumbai,11/16/2021,4.7,Y
5746,Driver_5746,Bangalore,12/3/2021,4.5,Y
5747,Driver_5747,Delhi,3/26/2022,5,Y
5748,Driver_5748,Chennai,11/7/2023,3.7,N
5749,Driver_5749,Chennai,6/26/2023,3.7,Y
5750,Driver_5750,Mumbai,8/5/2023,4.1,Y
5751,Driver_5751,Hyderabad,12/24/2022,3.4,N
5752,Driver_5752,Chennai,5/5/2024,3.3,Y
5753,Driver_5753,Chennai,3/19/2022,3.1,Y
5754,Driver_5754,Mumbai,3/11/2021,3.9,Y
5755,Driver_5755,Hyderabad,10/21/2021,4.5,Y
5756,Driver_5756,Mumbai,11/8/2021,3.4,Y
5757,Driver_5757,Delhi,8/27/2022,3.4,Y
5758,Driver_5758,Mumbai,5/2/2021,5,Y
5759,Driver_5759,Chennai,9/16/2021,4,N
5760,Driver_5760,Mumbai,3/1/2024,4.9,Y
5761,Driver_5761,Mumbai,7/18/2024,4.9,Y
5762,Driver_5762,Hyderabad,8/2/2021,3.1,Y
5763,Driver_5763,Hyderabad,12/12/2024,3.5,Y
5764,Driver_5764,Bangalore,4/3/2023,4,Y
5765,Driver_5765,Hyderabad,4/25/2024,3.1,Y
5766,Driver_5766,Chennai,9/10/2023,4.4,Y
5767,Driver_5767,Chennai,11/28/2023,4.7,Y
5768,Driver_5768,Hyderabad,4/3/2021,4.6,Y
5769,Driver_5769,Bangalore,6/6/2023,3.3,Y
5770,Driver_5770,Hyderabad,3/15/2022,5,N
5771,Driver_5771,Mumbai,5/16/2024,3.1,Y
5772,Driver_5772,Chennai,3/26/2021,4.1,Y
5773,Driver_5773,Bangalore,3/25/2022,4.7,Y
5774,Driver_5774,Chennai,1/3/2024,3.9,Y
5775,Driver_5775,Bangalore,1/7/2024,3.9,N
5776,Driver_5776,Hyderabad,7/2/2024,3.2,N
5777,Driver_5777,Bangalore,4/27/2024,3.1,Y
5778,Driver_5778,Delhi,7/1/2021,3.3,Y
5779,Driver_5779,Mumbai,12/4/2024,3.5,Y
5780,Driver_5780,Bangalore,3/15/2022,3.5,Y
5781,Driver_5781,Chennai,11/4/2022,4,Y
5782,Driver_5782,Mumbai,4/28/2021,4.6,Y
5783,Driver_5783,Mumbai,9/7/2024,4.8,Y
5784,Driver_5784,Mumbai,5/9/2021,4.7,Y
5785,Driver_5785,Mumbai,6/12/2022,4.6,Y
5786,Driver_5786,Bangalore,10/25/2022,4.1,Y
5787,Driver_5787,Delhi,4/6/2021,3.7,Y
5788,Driver_5788,Mumbai,3/25/2022,3.5,Y
5789,Driver_5789,Hyderabad,2/23/2023,4.3,N
5790,Driver_5790,Delhi,8/22/2024,4.1,Y
5791,Driver_5791,Hyderabad,6/6/2021,3.5,Y
5792,Driver_5792,Chennai,2/21/2024,4.2,Y
5793,Driver_5793,Hyderabad,11/20/2022,4.5,Y
5794,Driver_5794,Bangalore,10/5/2022,3.2,Y
5795,Driver_5795,Chennai,1/17/2023,4.1,Y
5796,Driver_5796,Bangalore,8/25/2023,5,Y
5797,Driver_5797,Delhi,5/17/2021,4.1,Y
5798,Driver_5798,Chennai,1/10/2022,5,N
5799,Driver_5799,Mumbai,7/15/2024,4.5,Y
5800,Driver_5800,Delhi,11/28/2024,3.6,Y
5801,Driver_5801,Delhi,11/2/2023,4.1,Y
5802,Driver_5802,Bangalore,1/20/2024,3.6,Y
5803,Driver_5803,Delhi,1/17/2021,3.3,Y
5804,Driver_5804,Mumbai,12/3/2022,3.4,Y
5805,Driver_5805,Mumbai,12/11/2023,3.3,Y
5806,Driver_5806,Bangalore,10/8/2022,3.5,Y
5807,Driver_5807,Chennai,2/9/2022,3.9,Y
5808,Driver_5808,Hyderabad,1/27/2022,3.4,Y
5809,Driver_5809,Mumbai,5/7/2023,3.2,Y
5810,Driver_5810,Chennai,11/18/2022,5,Y
5811,Driver_5811,Delhi,1/11/2024,3.1,Y
5812,Driver_5812,Bangalore,12/5/2021,4.6,N
5813,Driver_5813,Bangalore,2/23/2024,3.7,Y
5814,Driver_5814,Delhi,9/9/2022,4.8,Y
5815,Driver_5815,Chennai,12/9/2022,3.4,Y
5816,Driver_5816,Bangalore,5/18/2023,3.5,Y
5817,Driver_5817,Bangalore,2/15/2024,3.6,Y
5818,Driver_5818,Mumbai,2/12/2022,3.9,Y
5819,Driver_5819,Hyderabad,2/13/2022,3.5,Y
5820,Driver_5820,Delhi,6/20/2021,3.5,Y
5821,Driver_5821,Bangalore,3/21/2021,3.5,Y
5822,Driver_5822,Mumbai,8/11/2023,4.3,Y
5823,Driver_5823,Hyderabad,7/21/2024,3.3,Y
5824,Driver_5824,Bangalore,8/26/2022,3.5,Y
5825,Driver_5825,Delhi,5/14/2021,4.3,Y
5826,Driver_5826,Bangalore,10/22/2021,3.4,N
5827,Driver_5827,Mumbai,11/3/2021,5,Y
5828,Driver_5828,Mumbai,10/26/2021,3.2,Y
5829,Driver_5829,Mumbai,11/23/2024,4.7,Y
5830,Driver_5830,Mumbai,4/9/2023,3,Y
5831,Driver_5831,Hyderabad,7/3/2022,4.4,Y
5832,Driver_5832,Delhi,10/6/2023,4.5,Y
5833,Driver_5833,Delhi,10/26/2022,3.7,Y
5834,Driver_5834,Hyderabad,11/26/2023,3.9,Y
5835,Driver_5835,Delhi,8/8/2021,4.2,N
5836,Driver_5836,Chennai,2/15/2024,4.8,Y
5837,Driver_5837,Chennai,10/2/2022,4,Y
5838,Driver_5838,Hyderabad,5/8/2024,4.8,Y
5839,Driver_5839,Mumbai,8/7/2022,4.5,Y
5840,Driver_5840,Bangalore,7/27/2023,4.7,Y
5841,Driver_5841,Hyderabad,3/22/2022,3.4,Y
5842,Driver_5842,Delhi,10/2/2022,3.4,Y
5843,Driver_5843,Mumbai,7/22/2024,4.5,Y
5844,Driver_5844,Hyderabad,11/25/2024,3.4,Y
5845,Driver_5845,Delhi,1/23/2024,3.4,N
5846,Driver_5846,Delhi,7/14/2021,4.7,Y
5847,Driver_5847,Chennai,6/17/2021,4.8,Y
5848,Driver_5848,Hyderabad,5/19/2024,4.8,Y
5849,Driver_5849,Delhi,9/19/2021,4.2,Y
5850,Driver_5850,Delhi,6/5/2021,3.7,Y
5851,Driver_5851,Delhi,5/27/2024,3.3,Y
5852,Driver_5852,Chennai,7/17/2021,4.5,Y
5853,Driver_5853,Chennai,3/8/2024,3.4,Y
5854,Driver_5854,Mumbai,3/22/2023,4.2,N
5855,Driver_5855,Bangalore,10/9/2022,4.7,Y
5856,Driver_5856,Bangalore,9/6/2022,3.6,Y
5857,Driver_5857,Mumbai,11/19/2021,4.9,Y
5858,Driver_5858,Delhi,6/15/2022,3.3,Y
5859,Driver_5859,Chennai,10/12/2022,3.6,N
5860,Driver_5860,Bangalore,8/15/2021,4.1,Y
5861,Driver_5861,Hyderabad,1/3/2023,4.4,N
5862,Driver_5862,Chennai,10/7/2021,3.1,Y
5863,Driver_5863,Mumbai,1/22/2021,3.6,Y
5864,Driver_5864,Chennai,1/13/2024,4,Y
5865,Driver_5865,Chennai,3/6/2021,3.5,Y
5866,Driver_5866,Mumbai,3/8/2023,4.8,Y
5867,Driver_5867,Hyderabad,12/3/2021,4.2,Y
5868,Driver_5868,Chennai,11/21/2021,3.2,Y
5869,Driver_5869,Chennai,8/6/2023,4.7,Y
5870,Driver_5870,Delhi,12/19/2023,4.5,Y
5871,Driver_5871,Bangalore,1/14/2022,3.9,Y
5872,Driver_5872,Chennai,4/12/2022,4.5,Y
5873,Driver_5873,Hyderabad,10/3/2024,4.2,Y
5874,Driver_5874,Chennai,7/2/2024,3.3,Y
5875,Driver_5875,Mumbai,5/27/2024,4.6,Y
5876,Driver_5876,Hyderabad,10/8/2024,3.5,Y
5877,Driver_5877,Delhi,12/3/2023,4.7,Y
5878,Driver_5878,Hyderabad,5/24/2021,3.4,Y
5879,Driver_5879,Chennai,8/11/2024,4.2,N
5880,Driver_5880,Mumbai,5/13/2024,4.7,Y
5881,Driver_5881,Hyderabad,3/19/2024,4.4,Y
5882,Driver_5882,Mumbai,1/25/2023,3.2,Y
5883,Driver_5883,Mumbai,8/2/2024,3.2,Y
5884,Driver_5884,Hyderabad,11/12/2021,3.9,Y
5885,Driver_5885,Bangalore,7/2/2022,3.4,Y
5886,Driver_5886,Mumbai,7/19/2022,4.4,Y
5887,Driver_5887,Hyderabad,6/18/2023,4.4,Y
5888,Driver_5888,Bangalore,2/10/2024,3.1,Y
5889,Driver_5889,Delhi,8/22/2022,3.8,Y
5890,Driver_5890,Mumbai,8/7/2023,4.2,Y
5891,Driver_5891,Bangalore,9/28/2023,4.7,Y
5892,Driver_5892,Bangalore,7/24/2024,4.3,Y
5893,Driver_5893,Chennai,9/10/2024,3.9,Y
5894,Driver_5894,Mumbai,11/27/2022,4.6,Y
5895,Driver_5895,Hyderabad,7/13/2023,4.5,Y
5896,Driver_5896,Chennai,9/2/2022,4,Y
5897,Driver_5897,Mumbai,11/16/2022,3.2,Y
5898,Driver_5898,Mumbai,12/7/2024,3.7,Y
5899,Driver_5899,Hyderabad,7/8/2023,4.4,Y
5900,Driver_5900,Hyderabad,8/9/2024,4,Y
5901,Driver_5901,Hyderabad,1/2/2022,4.1,Y
5902,Driver_5902,Hyderabad,10/5/2021,3.4,Y
5903,Driver_5903,Delhi,6/4/2024,3.3,Y
5904,Driver_5904,Delhi,10/24/2022,4.2,Y
5905,Driver_5905,Delhi,5/12/2022,4.7,Y
5906,Driver_5906,Mumbai,1/22/2024,4.7,Y
5907,Driver_5907,Mumbai,6/7/2024,3.7,Y
5908,Driver_5908,Delhi,12/9/2022,3.8,Y
5909,Driver_5909,Hyderabad,11/13/2021,3.5,Y
5910,Driver_5910,Hyderabad,7/7/2021,4.8,N
5911,Driver_5911,Chennai,5/16/2023,4.5,Y
5912,Driver_5912,Mumbai,10/15/2022,4.8,N
5913,Driver_5913,Delhi,1/28/2024,4.4,Y
5914,Driver_5914,Delhi,5/8/2024,4.6,Y
5915,Driver_5915,Bangalore,12/18/2022,3.3,N
5916,Driver_5916,Delhi,7/15/2024,4.3,Y
5917,Driver_5917,Mumbai,3/16/2022,4.6,Y
5918,Driver_5918,Bangalore,10/22/2021,4.2,Y
5919,Driver_5919,Bangalore,11/5/2024,4.8,Y
5920,Driver_5920,Mumbai,4/25/2022,4.3,Y
5921,Driver_5921,Delhi,10/19/2023,4.3,Y
5922,Driver_5922,Mumbai,2/25/2021,4.9,Y
5923,Driver_5923,Mumbai,9/28/2021,4.6,N
5924,Driver_5924,Mumbai,11/24/2021,4.9,Y
5925,Driver_5925,Chennai,11/13/2021,4.4,Y
5926,Driver_5926,Delhi,5/28/2023,4.2,Y
5927,Driver_5927,Delhi,12/18/2021,4.1,Y
5928,Driver_5928,Bangalore,9/11/2021,3,Y
5929,Driver_5929,Hyderabad,7/15/2023,3.3,Y
5930,Driver_5930,Hyderabad,7/11/2024,4.3,Y
5931,Driver_5931,Mumbai,12/7/2022,4.5,Y
5932,Driver_5932,Chennai,3/9/2022,3.2,Y
5933,Driver_5933,Chennai,9/9/2022,4.6,Y
5934,Driver_5934,Mumbai,3/24/2024,3.2,Y
5935,Driver_5935,Hyderabad,4/28/2022,4.1,Y
5936,Driver_5936,Delhi,7/19/2024,4.5,Y
5937,Driver_5937,Hyderabad,10/26/2024,4.3,Y
5938,Driver_5938,Bangalore,5/22/2023,4.8,Y
5939,Driver_5939,Chennai,5/14/2023,4.7,Y
5940,Driver_5940,Chennai,8/20/2022,3.3,Y
5941,Driver_5941,Delhi,9/24/2022,4.5,Y
5942,Driver_5942,Delhi,12/25/2024,4.1,Y
5943,Driver_5943,Mumbai,6/24/2021,3.7,Y
5944,Driver_5944,Bangalore,6/9/2021,4.6,Y
5945,Driver_5945,Mumbai,7/8/2021,4.7,Y
5946,Driver_5946,Chennai,6/14/2023,4,Y
5947,Driver_5947,Hyderabad,3/23/2024,3.4,Y
5948,Driver_5948,Hyderabad,1/11/2024,3.8,Y
5949,Driver_5949,Hyderabad,8/11/2021,3.3,Y
5950,Driver_5950,Delhi,2/9/2021,3.8,Y
5951,Driver_5951,Chennai,9/7/2024,3.9,Y
5952,Driver_5952,Hyderabad,2/25/2022,3,Y
5953,Driver_5953,Mumbai,9/9/2022,3.3,Y
5954,Driver_5954,Mumbai,7/18/2022,4.9,Y
5955,Driver_5955,Delhi,10/1/2021,4.1,Y
5956,Driver_5956,Mumbai,3/14/2021,3.6,Y
5957,Driver_5957,Delhi,7/27/2023,4.8,Y
5958,Driver_5958,Delhi,12/15/2021,3.9,Y
5959,Driver_5959,Delhi,5/26/2021,4.9,Y
5960,Driver_5960,Delhi,5/1/2023,4.4,Y
5961,Driver_5961,Bangalore,6/9/2024,4,Y
5962,Driver_5962,Mumbai,2/22/2023,4.1,Y
5963,Driver_5963,Bangalore,8/20/2023,4,Y
5964,Driver_5964,Hyderabad,10/1/2021,4.9,Y
5965,Driver_5965,Delhi,5/25/2024,4,Y
5966,Driver_5966,Mumbai,10/23/2023,3.2,Y
5967,Driver_5967,Chennai,8/4/2021,5,Y
5968,Driver_5968,Delhi,2/11/2022,3.7,Y
5969,Driver_5969,Bangalore,12/26/2022,4.7,N
5970,Driver_5970,Bangalore,6/10/2022,3.8,Y
5971,Driver_5971,Hyderabad,5/2/2024,3.8,Y
5972,Driver_5972,Hyderabad,11/28/2024,3.9,Y
5973,Driver_5973,Delhi,4/10/2023,4.9,Y
5974,Driver_5974,Delhi,9/10/2024,5,Y
5975,Driver_5975,Mumbai,8/11/2024,4.2,Y
5976,Driver_5976,Delhi,6/16/2021,3.5,Y
5977,Driver_5977,Delhi,12/4/2023,3.7,Y
5978,Driver_5978,Bangalore,4/7/2021,3.4,Y
5979,Driver_5979,Bangalore,3/24/2021,3.3,Y
5980,Driver_5980,Hyderabad,3/12/2023,3.9,N
5981,Driver_5981,Chennai,4/14/2024,4.1,Y
5982,Driver_5982,Chennai,4/11/2024,3.8,Y
5983,Driver_5983,Hyderabad,1/22/2021,4.3,Y
5984,Driver_5984,Mumbai,6/12/2023,4.8,Y
5985,Driver_5985,Chennai,1/12/2023,4,Y
5986,Driver_5986,Delhi,10/15/2022,3.2,Y
5987,Driver_5987,Chennai,7/7/2022,3.1,N
5988,Driver_5988,Delhi,6/2/2023,3.1,Y
5989,Driver_5989,Mumbai,9/1/2022,3.5,Y
5990,Driver_5990,Chennai,6/12/2024,3.2,Y
5991,Driver_5991,Chennai,6/18/2021,3.3,Y
5992,Driver_5992,Chennai,9/19/2022,4.9,Y
5993,Driver_5993,Delhi,5/18/2023,4.2,Y
5994,Driver_5994,Chennai,7/10/2022,4.9,Y
5995,Driver_5995,Delhi,10/20/2021,3.3,Y
