rider_id,rider_name,city,signup_date,rating
6535,Rider_6535,Hyderabad,10/10/2022,3.3
6536,Rider_6536,Mumbai,4/12/2022,3.9
6537,Rider_6537,Hyderabad,2/19/2024,4.8
6538,Rider_6538,Mumbai,6/5/2022,4.3
6539,Rider_6539,Mumbai,9/16/2024,4.7
6540,Rider_6540,Mumbai,5/2/2023,3.2
6541,Rider_6541,Delhi,10/1/2023,4.9
6542,Rider_6542,Chennai,3/23/2023,4.6
6543,Rider_6543,Delhi,5/8/2024,4.9
6544,Rider_6544,Bangalore,4/27/2024,4
6545,Rider_6545,Mumbai,9/3/2023,3.4
6546,Rider_6546,Hyderabad,7/14/2024,3.3
6547,Rider_6547,Mumbai,6/2/2024,3.1
6548,Rider_6548,Hyderabad,8/16/2022,3
6549,Rider_6549,Delhi,5/23/2023,4
6550,Rider_6550,Hyderabad,2/27/2024,4.9
6551,Rider_6551,Delhi,4/28/2023,4
6552,Rider_6552,Mumbai,4/18/2022,3.7
6553,Rider_6553,Chennai,9/14/2024,3.9
6554,Rider_6554,Delhi,5/18/2023,4.1
6555,Rider_6555,Chennai,7/17/2023,4.8
6556,Rider_6556,Mumbai,8/27/2023,3.8
6557,Rider_6557,Bangalore,2/16/2024,4.7
6558,Rider_6558,Hyderabad,9/10/2022,4.9
6559,Rider_6559,Mumbai,1/28/2022,4.6
6560,Rider_6560,Hyderabad,7/21/2024,4
6561,Rider_6561,Hyderabad,5/1/2023,3.8
6562,Rider_6562,Bangalore,11/16/2023,3.4
6563,Rider_6563,Delhi,2/27/2024,3.4
6564,Rider_6564,Hyderabad,4/21/2022,4.2
6565,Rider_6565,Mumbai,3/12/2024,4.6
6566,Rider_6566,Hyderabad,8/14/2023,4.9
6567,Rider_6567,Bangalore,11/28/2022,3.9
6568,Rider_6568,Delhi,9/17/2024,3
6569,Rider_6569,Hyderabad,11/3/2023,3.6
6570,Rider_6570,Chennai,9/28/2023,4.2
6571,Rider_6571,Delhi,7/9/2022,3.3
6572,Rider_6572,Mumbai,6/25/2024,3.9
6573,Rider_6573,Chennai,6/18/2022,4.7
6574,Rider_6574,Hyderabad,8/5/2024,3.7
6575,Rider_6575,Bangalore,1/27/2023,4.2
6576,Rider_6576,Hyderabad,9/14/2024,3.6
6577,Rider_6577,Mumbai,12/27/2022,4.1
6578,Rider_6578,Hyderabad,7/12/2024,3.5
6579,Rider_6579,Mumbai,12/20/2023,3.1
6580,Rider_6580,Chennai,9/14/2022,4.6
6581,Rider_6581,Mumbai,5/5/2024,4.2
6582,Rider_6582,Mumbai,1/10/2023,3.6
6583,Rider_6583,Hyderabad,12/15/2023,4.4
6584,Rider_6584,Delhi,4/18/2022,3.3
6585,Rider_6585,Delhi,2/17/2023,4.8
6586,Rider_6586,Hyderabad,3/8/2022,3.3
6587,Rider_6587,Mumbai,11/9/2022,3.7
6588,Rider_6588,Mumbai,2/21/2022,3.5
6589,Rider_6589,Mumbai,6/11/2024,4.6
6590,Rider_6590,Mumbai,11/8/2024,3.7
6591,Rider_6591,Mumbai,4/28/2023,4.8
6592,Rider_6592,Chennai,3/27/2024,5
6593,Rider_6593,Chennai,2/26/2024,4.9
6594,Rider_6594,Hyderabad,5/2/2022,4.5
6595,Rider_6595,Bangalore,7/1/2023,4.7
6596,Rider_6596,Bangalore,8/24/2022,4.4
6597,Rider_6597,Delhi,11/4/2024,3.3
6598,Rider_6598,Delhi,2/3/2023,3.3
6599,Rider_6599,Delhi,7/28/2024,3.2
6600,Rider_6600,Bangalore,11/24/2024,3.5
6601,Rider_6601,Mumbai,6/20/2022,3.7
6602,Rider_6602,Delhi,7/1/2024,3.9
6603,Rider_6603,Delhi,1/7/2024,4.2
6604,Rider_6604,Chennai,6/25/2022,3.7
6605,Rider_6605,Mumbai,4/17/2024,3.7
6606,Rider_6606,Mumbai,12/20/2022,3.2
6607,Rider_6607,Bangalore,1/1/2023,4.7
6608,Rider_6608,Bangalore,9/16/2023,4.5
6609,Rider_6609,Chennai,4/27/2022,5
6610,Rider_6610,Bangalore,5/24/2023,3.2
6611,Rider_6611,Hyderabad,4/8/2023,4.8
6612,Rider_6612,Hyderabad,11/4/2023,3.4
6613,Rider_6613,Hyderabad,11/17/2023,4.3
6614,Rider_6614,Chennai,4/27/2024,3.5
6615,Rider_6615,Delhi,11/1/2024,3.9
6616,Rider_6616,Hyderabad,2/20/2024,3.4
6617,Rider_6617,Hyderabad,5/20/2023,4.5
6618,Rider_6618,Mumbai,6/14/2023,3.6
6619,Rider_6619,Chennai,1/24/2024,3.8
6620,Rider_6620,Bangalore,8/17/2024,3.8
6621,Rider_6621,Hyderabad,9/20/2022,4.3
6622,Rider_6622,Bangalore,5/5/2022,4.9
6623,Rider_6623,Mumbai,3/3/2023,4.6
6624,Rider_6624,Bangalore,9/17/2023,3.3
6625,Rider_6625,Hyderabad,12/1/2023,4.5
6626,Rider_6626,Chennai,8/2/2022,4.9
6627,Rider_6627,Hyderabad,4/19/2023,3.8
6628,Rider_6628,Chennai,8/11/2024,4.9
6629,Rider_6629,Mumbai,8/6/2022,4.4
6630,Rider_6630,Chennai,7/3/2023,3.1
6631,Rider_6631,Mumbai,4/14/2024,3.6
6632,Rider_6632,Chennai,4/27/2023,4.1
6633,Rider_6633,Delhi,1/7/2024,4.2
6634,Rider_6634,Bangalore,2/6/2022,4.9
6635,Rider_6635,Hyderabad,4/22/2022,3.3
6636,Rider_6636,Bangalore,11/20/2023,4.2
6637,Rider_6637,Chennai,5/7/2023,3.2
6638,Rider_6638,Delhi,12/2/2024,4.4
6639,Rider_6639,Bangalore,7/18/2024,4
6640,Rider_6640,Mumbai,7/14/2022,4.8
6641,Rider_6641,Bangalore,4/10/2024,4.9
6642,Rider_6642,Hyderabad,1/20/2023,3.3
6643,Rider_6643,Bangalore,4/16/2022,3.9
6644,Rider_6644,Hyderabad,3/3/2022,4.6
6645,Rider_6645,Bangalore,5/13/2024,4.9
6646,Rider_6646,Delhi,2/23/2022,4.6
6647,Rider_6647,Bangalore,12/25/2023,3.1
6648,Rider_6648,Bangalore,2/26/2022,3
6649,Rider_6649,Chennai,12/25/2023,4.4
6650,Rider_6650,Delhi,11/2/2023,3.2
6651,Rider_6651,Mumbai,10/22/2022,4.5
6652,Rider_6652,Mumbai,10/28/2023,3.3
6653,Rider_6653,Delhi,5/18/2022,4.4
6654,Rider_6654,Chennai,6/9/2024,4.8
6655,Rider_6655,Hyderabad,1/12/2023,3.8
6656,Rider_6656,Hyderabad,4/27/2022,4
6657,Rider_6657,Delhi,9/17/2023,3.8
6658,Rider_6658,Mumbai,10/10/2024,4.9
6659,Rider_6659,Delhi,9/11/2023,4.9
6660,Rider_6660,Chennai,9/6/2024,4.9
6661,Rider_6661,Hyderabad,2/19/2024,3.4
6662,Rider_6662,Delhi,4/17/2023,3.3
6663,Rider_6663,Mumbai,5/21/2023,3.8
6664,Rider_6664,Hyderabad,2/15/2024,4.1
6665,Rider_6665,Chennai,6/23/2022,3.1
6666,Rider_6666,Chennai,4/13/2022,3.4
6667,Rider_6667,Mumbai,9/16/2023,3.4
6668,Rider_6668,Delhi,4/26/2022,4
6669,Rider_6669,Hyderabad,10/1/2024,3.3
6670,Rider_6670,Hyderabad,7/28/2023,4
6671,Rider_6671,Bangalore,8/23/2024,4.8
6672,Rider_6672,Mumbai,6/2/2024,4.3
6673,Rider_6673,Hyderabad,7/10/2024,4.7
6674,Rider_6674,Delhi,2/24/2024,4.5
6675,Rider_6675,Mumbai,1/13/2023,4.8
6676,Rider_6676,Chennai,6/15/2023,3.2
6677,Rider_6677,Bangalore,3/12/2024,3.5
6678,Rider_6678,Delhi,1/7/2022,4.6
6679,Rider_6679,Chennai,10/9/2022,4.4
6680,Rider_6680,Hyderabad,7/26/2023,4
6681,Rider_6681,Delhi,2/6/2022,3.6
6682,Rider_6682,Chennai,11/2/2024,4.2
6683,Rider_6683,Hyderabad,11/4/2024,4.1
6684,Rider_6684,Hyderabad,10/11/2022,3.2
6685,Rider_6685,Chennai,10/14/2024,4.1
6686,Rider_6686,Delhi,10/14/2023,3.7
6687,Rider_6687,Hyderabad,4/14/2022,4.5
6688,Rider_6688,Hyderabad,5/27/2022,4.7
6689,Rider_6689,Delhi,8/20/2022,4.8
6690,Rider_6690,Hyderabad,6/19/2024,4.3
6691,Rider_6691,Bangalore,9/16/2023,3.9
6692,Rider_6692,Hyderabad,2/4/2024,3.1
6693,Rider_6693,Delhi,12/21/2022,3.3
6694,Rider_6694,Bangalore,12/2/2022,4.6
6695,Rider_6695,Hyderabad,1/16/2024,3
6696,Rider_6696,Hyderabad,11/1/2023,4.1
6697,Rider_6697,Bangalore,10/15/2024,3.4
6698,Rider_6698,Chennai,5/22/2023,4.5
6699,Rider_6699,Mumbai,12/26/2023,3.6
6700,Rider_6700,Mumbai,8/3/2022,4.2
6701,Rider_6701,Hyderabad,3/19/2022,3.6
6702,Rider_6702,Bangalore,9/16/2023,4.3
6703,Rider_6703,Bangalore,9/13/2023,4.6
6704,Rider_6704,Hyderabad,10/2/2024,4.6
6705,Rider_6705,Bangalore,12/25/2024,4.4
6706,Rider_6706,Hyderabad,11/20/2022,3.3
6707,Rider_6707,Delhi,4/17/2024,4.2
6708,Rider_6708,Bangalore,9/14/2023,3.7
6709,Rider_6709,Chennai,4/14/2022,4.1
6710,Rider_6710,Hyderabad,8/21/2022,4.8
6711,Rider_6711,Hyderabad,5/1/2024,4.7
6712,Rider_6712,Hyderabad,8/6/2023,4.2
6713,Rider_6713,Mumbai,6/22/2024,4.8
6714,Rider_6714,Mumbai,5/2/2023,5
6715,Rider_6715,Bangalore,2/3/2024,3
6716,Rider_6716,Bangalore,11/15/2024,3.5
6717,Rider_6717,Bangalore,1/6/2023,3
6718,Rider_6718,Mumbai,12/5/2024,4.8
6719,Rider_6719,Bangalore,8/25/2023,4.8
6720,Rider_6720,Chennai,5/15/2023,4.6
6721,Rider_6721,Bangalore,7/5/2022,4.7
6722,Rider_6722,Bangalore,8/19/2022,4.6
6723,Rider_6723,Bangalore,7/13/2023,3.3
6724,Rider_6724,Delhi,5/10/2024,3.9
6725,Rider_6725,Delhi,11/12/2024,3.4
6726,Rider_6726,Hyderabad,5/14/2022,3.9
6727,Rider_6727,Bangalore,4/7/2023,3.9
6728,Rider_6728,Mumbai,5/8/2022,3.7
6729,Rider_6729,Chennai,1/14/2023,4.1
6730,Rider_6730,Bangalore,3/17/2023,4.8
6731,Rider_6731,Bangalore,3/24/2023,4.1
6732,Rider_6732,Mumbai,12/16/2024,4.5
6733,Rider_6733,Bangalore,5/26/2023,4.9
6734,Rider_6734,Delhi,12/22/2022,3.8
6735,Rider_6735,Hyderabad,7/26/2024,3.4
6736,Rider_6736,Delhi,11/6/2024,3.5
6737,Rider_6737,Mumbai,12/19/2024,3.6
6738,Rider_6738,Hyderabad,4/6/2024,4.5
6739,Rider_6739,Hyderabad,7/13/2024,4.2
6740,Rider_6740,Mumbai,1/15/2022,4.6
6741,Rider_6741,Chennai,7/21/2024,4.2
6742,Rider_6742,Bangalore,10/2/2024,3.5
6743,Rider_6743,Delhi,8/4/2022,4
6744,Rider_6744,Mumbai,7/13/2022,3.1
6745,Rider_6745,Mumbai,10/21/2022,3.8
6746,Rider_6746,Delhi,3/13/2022,4.5
6747,Rider_6747,Mumbai,2/26/2022,3.4
6748,Rider_6748,Chennai,9/10/2022,3.4
6749,Rider_6749,Mumbai,4/25/2023,4.4
6750,Rider_6750,Bangalore,8/17/2023,3.1
6751,Rider_6751,Bangalore,9/9/2023,3.1
6752,Rider_6752,Delhi,3/26/2024,4.8
6753,Rider_6753,Mumbai,6/18/2022,3.5
6754,Rider_6754,Bangalore,6/16/2024,4.6
6755,Rider_6755,Bangalore,3/28/2024,4.4
6756,Rider_6756,Chennai,5/9/2022,4.3
6757,Rider_6757,Hyderabad,9/3/2023,3
6758,Rider_6758,Delhi,6/17/2022,3.3
6759,Rider_6759,Bangalore,7/17/2022,3.8
6760,Rider_6760,Chennai,8/21/2023,4.7
6761,Rider_6761,Bangalore,7/27/2023,3.3
6762,Rider_6762,Hyderabad,8/9/2022,3.1
6763,Rider_6763,Hyderabad,3/28/2024,4.4
6764,Rider_6764,Chennai,8/28/2022,4.7
6765,Rider_6765,Mumbai,1/28/2024,4.4
6766,Rider_6766,Mumbai,7/13/2023,3.8
6767,Rider_6767,Mumbai,2/7/2024,4
6768,Rider_6768,Bangalore,10/7/2024,3.2
6769,Rider_6769,Bangalore,6/12/2024,3.4
6770,Rider_6770,Delhi,6/22/2024,4.3
6771,Rider_6771,Chennai,4/10/2022,3.1
6772,Rider_6772,Mumbai,1/21/2022,3.6
6773,Rider_6773,Delhi,3/3/2022,3.3
6774,Rider_6774,Chennai,1/21/2022,4.2
6775,Rider_6775,Hyderabad,10/13/2022,3.8
6776,Rider_6776,Delhi,6/6/2024,3.5
6777,Rider_6777,Hyderabad,9/17/2024,3.3
6778,Rider_6778,Mumbai,1/9/2023,4.1
6779,Rider_6779,Hyderabad,3/7/2023,3.2
6780,Rider_6780,Bangalore,5/16/2024,4.1
6781,Rider_6781,Hyderabad,3/19/2022,3.9
6782,Rider_6782,Delhi,6/13/2024,4
6783,Rider_6783,Chennai,11/22/2024,4.5
6784,Rider_6784,Delhi,6/20/2024,3.6
6785,Rider_6785,Delhi,7/1/2022,4.8
6786,Rider_6786,Bangalore,10/18/2024,3.1
6787,Rider_6787,Bangalore,8/5/2022,3.1
6788,Rider_6788,Delhi,8/19/2024,4.6
6789,Rider_6789,Bangalore,7/13/2024,4.2
6790,Rider_6790,Bangalore,4/10/2023,3.1
6791,Rider_6791,Bangalore,12/9/2023,4.3
6792,Rider_6792,Chennai,11/15/2022,3.5
6793,Rider_6793,Hyderabad,2/23/2022,4.2
6794,Rider_6794,Bangalore,3/2/2023,4.5
6795,Rider_6795,Bangalore,10/1/2022,3.6
6796,Rider_6796,Mumbai,11/23/2022,3.4
6797,Rider_6797,Delhi,5/22/2023,5
6798,Rider_6798,Delhi,10/7/2024,4.7
6799,Rider_6799,Chennai,6/17/2023,5
6800,Rider_6800,Bangalore,3/7/2023,3.1
6801,Rider_6801,Bangalore,6/11/2023,3.7
6802,Rider_6802,Bangalore,4/26/2023,4.2
6803,Rider_6803,Chennai,6/24/2023,4.6
6804,Rider_6804,Bangalore,1/18/2022,4.4
6805,Rider_6805,Delhi,9/10/2023,4.9
6806,Rider_6806,Chennai,9/18/2022,4.3
6807,Rider_6807,Mumbai,1/25/2024,4.2
6808,Rider_6808,Mumbai,12/23/2024,4.1
6809,Rider_6809,Hyderabad,10/24/2023,4.1
6810,Rider_6810,Hyderabad,1/5/2022,4.8
6811,Rider_6811,Mumbai,11/13/2023,4.7
6812,Rider_6812,Bangalore,9/8/2022,5
6813,Rider_6813,Delhi,3/25/2023,3.1
6814,Rider_6814,Delhi,12/6/2023,4
6815,Rider_6815,Chennai,10/7/2023,4.1
6816,Rider_6816,Chennai,2/9/2023,3.5
6817,Rider_6817,Delhi,11/4/2022,3
6818,Rider_6818,Chennai,1/17/2024,3.2
6819,Rider_6819,Hyderabad,4/17/2022,3.1
6820,Rider_6820,Hyderabad,2/13/2023,4.8
6821,Rider_6821,Bangalore,3/19/2024,3.9
6822,Rider_6822,Bangalore,1/22/2023,4.3
6823,Rider_6823,Chennai,9/10/2024,3.9
6824,Rider_6824,Hyderabad,3/10/2023,4
6825,Rider_6825,Delhi,1/10/2024,3.4
6826,Rider_6826,Mumbai,8/24/2024,3.7
6827,Rider_6827,Delhi,4/9/2024,5
6828,Rider_6828,Mumbai,12/3/2023,3.7
6829,Rider_6829,Hyderabad,1/25/2022,3.1
6830,Rider_6830,Bangalore,1/2/2023,3.4
6831,Rider_6831,Mumbai,5/23/2022,4.4
6832,Rider_6832,Hyderabad,11/6/2022,3.7
6833,Rider_6833,Delhi,7/4/2024,4.5
6834,Rider_6834,Mumbai,12/15/2023,4.8
6835,Rider_6835,Mumbai,2/15/2024,3.9
6836,Rider_6836,Bangalore,10/20/2022,3.2
6837,Rider_6837,Chennai,8/12/2024,4
6838,Rider_6838,Chennai,6/26/2022,4.6
6839,Rider_6839,Hyderabad,11/28/2024,3.1
6840,Rider_6840,Mumbai,1/18/2024,4.8
6841,Rider_6841,Mumbai,10/20/2024,4.5
6842,Rider_6842,Bangalore,2/7/2023,3.9
6843,Rider_6843,Delhi,7/16/2024,3.6
6844,Rider_6844,Chennai,10/3/2022,4.9
6845,Rider_6845,Mumbai,10/14/2022,3.9
6846,Rider_6846,Hyderabad,7/15/2022,4.4
6847,Rider_6847,Mumbai,12/4/2023,4.6
6848,Rider_6848,Mumbai,8/24/2022,4.3
6849,Rider_6849,Chennai,3/16/2022,3.3
6850,Rider_6850,Chennai,1/13/2022,4.4
6851,Rider_6851,Chennai,11/8/2022,4.2
6852,Rider_6852,Delhi,9/23/2022,3.8
6853,Rider_6853,Bangalore,7/24/2022,3.8
6854,Rider_6854,Bangalore,7/26/2023,3.1
6855,Rider_6855,Delhi,7/27/2023,4.5
6856,Rider_6856,Bangalore,1/20/2022,4.7
6857,Rider_6857,Delhi,6/2/2023,3.6
6858,Rider_6858,Hyderabad,8/21/2023,4.2
6859,Rider_6859,Hyderabad,9/18/2023,3.7
6860,Rider_6860,Delhi,6/20/2022,4.1
6861,Rider_6861,Hyderabad,2/11/2022,3.3
6862,Rider_6862,Chennai,8/14/2023,4.5
6863,Rider_6863,Bangalore,3/9/2022,3.2
6864,Rider_6864,Hyderabad,4/1/2023,4.9
6865,Rider_6865,Mumbai,6/17/2024,4
6866,Rider_6866,Delhi,12/3/2022,5
6867,Rider_6867,Mumbai,7/23/2022,4.3
6868,Rider_6868,Hyderabad,3/3/2023,4.9
6869,Rider_6869,Bangalore,11/27/2023,4.1
6870,Rider_6870,Chennai,7/5/2023,4.5
6871,Rider_6871,Mumbai,9/6/2024,4.7
6872,Rider_6872,Hyderabad,7/10/2023,3.7
6873,Rider_6873,Mumbai,12/10/2024,3.1
6874,Rider_6874,Delhi,7/26/2023,3.5
6875,Rider_6875,Delhi,3/27/2022,3
6876,Rider_6876,Delhi,10/4/2022,3.4
6877,Rider_6877,Hyderabad,7/13/2022,4.9
6878,Rider_6878,Chennai,5/1/2023,4.5
6879,Rider_6879,Mumbai,5/18/2023,4.6
6880,Rider_6880,Delhi,12/28/2024,4.9
6881,Rider_6881,Mumbai,2/23/2023,3.4
6882,Rider_6882,Mumbai,7/11/2024,3.8
6883,Rider_6883,Bangalore,7/17/2024,3.5
6884,Rider_6884,Delhi,2/16/2023,3.1
6885,Rider_6885,Bangalore,7/19/2024,3.6
6886,Rider_6886,Delhi,3/7/2022,3.1
6887,Rider_6887,Bangalore,11/19/2023,4.8
6888,Rider_6888,Delhi,2/19/2022,4.5
6889,Rider_6889,Hyderabad,12/2/2024,4.9
6890,Rider_6890,Bangalore,11/17/2024,4.8
6891,Rider_6891,Chennai,7/11/2024,4.6
6892,Rider_6892,Chennai,3/12/2022,4.8
6893,Rider_6893,Mumbai,11/8/2024,4.7
6894,Rider_6894,Hyderabad,12/26/2022,4.9
6895,Rider_6895,Mumbai,7/6/2022,4.1
6896,Rider_6896,Chennai,2/13/2023,3.3
6897,Rider_6897,Delhi,3/6/2024,4.7
6898,Rider_6898,Delhi,10/17/2022,4.4
6899,Rider_6899,Mumbai,3/2/2022,4
6900,Rider_6900,Mumbai,4/11/2022,4.1
6901,Rider_6901,Delhi,1/6/2023,3.6
6902,Rider_6902,Bangalore,6/22/2024,4.6
6903,Rider_6903,Delhi,3/21/2024,3.6
6904,Rider_6904,Bangalore,10/20/2024,3.4
6905,Rider_6905,Mumbai,2/2/2022,4.1
6906,Rider_6906,Mumbai,2/12/2023,4.2
6907,Rider_6907,Chennai,8/25/2023,4.9
6908,Rider_6908,Delhi,11/16/2022,3.2
6909,Rider_6909,Mumbai,1/23/2022,4.9
6910,Rider_6910,Bangalore,9/8/2023,4.8
6911,Rider_6911,Bangalore,9/19/2023,4.9
6912,Rider_6912,Chennai,1/5/2024,4.7
6913,Rider_6913,Mumbai,2/20/2023,4.4
6914,Rider_6914,Delhi,1/27/2022,3.3
6915,Rider_6915,Mumbai,4/16/2022,3.8
6916,Rider_6916,Bangalore,1/8/2022,3.3
6917,Rider_6917,Hyderabad,4/11/2024,3.3
6918,Rider_6918,Bangalore,5/28/2022,3.7
6919,Rider_6919,Hyderabad,8/17/2023,4
6920,Rider_6920,Chennai,8/12/2024,4.8
6921,Rider_6921,Bangalore,7/9/2023,4.9
6922,Rider_6922,Hyderabad,5/19/2022,3.3
6923,Rider_6923,Mumbai,7/26/2024,4
6924,Rider_6924,Hyderabad,8/19/2023,3.3
6925,Rider_6925,Chennai,2/17/2023,4.9
6926,Rider_6926,Delhi,1/11/2024,3.4
6927,Rider_6927,Hyderabad,5/19/2024,4.2
6928,Rider_6928,Delhi,7/15/2023,4.9
6929,Rider_6929,Hyderabad,9/17/2022,4.7
6930,Rider_6930,Delhi,3/25/2024,3.5
6931,Rider_6931,Chennai,5/7/2024,3.9
6932,Rider_6932,Hyderabad,4/19/2024,4.1
6933,Rider_6933,Mumbai,6/26/2023,4.3
6934,Rider_6934,Delhi,1/16/2023,3.2
6935,Rider_6935,Chennai,2/6/2022,4.4
6936,Rider_6936,Mumbai,1/13/2022,3.4
6937,Rider_6937,Bangalore,6/1/2022,3.8
6938,Rider_6938,Delhi,12/17/2024,4.1
6939,Rider_6939,Mumbai,12/18/2023,3
6940,Rider_6940,Bangalore,12/8/2022,4.4
6941,Rider_6941,Delhi,3/21/2024,4.2
6942,Rider_6942,Chennai,1/24/2022,4.8
6943,Rider_6943,Mumbai,9/16/2023,4.1
6944,Rider_6944,Chennai,5/5/2023,3.2
6945,Rider_6945,Chennai,7/3/2022,4.2
6946,Rider_6946,Hyderabad,10/23/2023,3.5
6947,Rider_6947,Bangalore,7/16/2023,4.1
6948,Rider_6948,Delhi,7/16/2024,3.8
6949,Rider_6949,Mumbai,7/23/2022,4.5
6950,Rider_6950,Chennai,1/4/2024,3.3
6951,Rider_6951,Hyderabad,9/28/2022,4.2
6952,Rider_6952,Chennai,7/13/2024,4.3
6953,Rider_6953,Chennai,10/14/2024,4.7
6954,Rider_6954,Delhi,11/24/2022,4.7
6955,Rider_6955,Chennai,3/3/2022,3.5
6956,Rider_6956,Hyderabad,3/11/2024,3.8
6957,Rider_6957,Hyderabad,4/21/2023,3.3
6958,Rider_6958,Delhi,6/26/2024,3.4
6959,Rider_6959,Mumbai,11/19/2023,4.3
6960,Rider_6960,Hyderabad,10/6/2024,3.5
6961,Rider_6961,Chennai,6/7/2024,4.8
6962,Rider_6962,Chennai,7/14/2024,3.6
6963,Rider_6963,Bangalore,1/6/2023,3
6964,Rider_6964,Bangalore,6/5/2024,3.8
6965,Rider_6965,Delhi,11/20/2023,3.9
6966,Rider_6966,Mumbai,4/25/2023,3.8
6967,Rider_6967,Chennai,2/6/2022,4.3
6968,Rider_6968,Hyderabad,12/11/2024,5
6969,Rider_6969,Mumbai,9/27/2022,4.8
6970,Rider_6970,Hyderabad,7/11/2022,4
6971,Rider_6971,Hyderabad,7/16/2024,4.2
6972,Rider_6972,Chennai,9/26/2022,3.7
6973,Rider_6973,Bangalore,10/26/2024,4.6
6974,Rider_6974,Delhi,2/28/2024,3.3
6975,Rider_6975,Chennai,5/24/2022,4
6976,Rider_6976,Delhi,5/22/2023,4.3
6977,Rider_6977,Hyderabad,2/18/2024,4.8
6978,Rider_6978,Chennai,10/6/2022,4.2
6979,Rider_6979,Chennai,11/25/2023,3.5
6980,Rider_6980,Bangalore,6/15/2022,3.3
6981,Rider_6981,Bangalore,11/1/2024,4.9
6982,Rider_6982,Chennai,1/6/2024,4.4
6983,Rider_6983,Mumbai,11/2/2022,3.2
6984,Rider_6984,Chennai,7/25/2024,4.5
6985,Rider_6985,Hyderabad,2/27/2023,3.6
6986,Rider_6986,Bangalore,12/23/2024,3.4
6987,Rider_6987,Bangalore,9/3/2023,4.4
6988,Rider_6988,Hyderabad,11/26/2024,4.1
6989,Rider_6989,Delhi,6/22/2024,4.1
6990,Rider_6990,Mumbai,3/11/2023,4.5
6991,Rider_6991,Chennai,9/20/2023,3.2
6992,Rider_6992,Chennai,11/4/2022,4.5
6993,Rider_6993,Mumbai,4/16/2024,3
6994,Rider_6994,Chennai,10/7/2022,3.8
6995,Rider_6995,Delhi,5/27/2024,3.4
6996,Rider_6996,Delhi,9/18/2024,4.9
6997,Rider_6997,Chennai,11/17/2023,4.2
6998,Rider_6998,Bangalore,11/11/2023,4.2
6999,Rider_6999,Bangalore,5/10/2023,4.4
7000,Rider_7000,Mumbai,6/26/2024,5
7001,Rider_7001,Mumbai,3/7/2022,3.3
7002,Rider_7002,Mumbai,5/28/2022,3.3
7003,Rider_7003,Mumbai,11/23/2023,3.6
7004,Rider_7004,Bangalore,12/27/2024,3.8
7005,Rider_7005,Bangalore,5/1/2022,4.5
7006,Rider_7006,Bangalore,9/7/2022,3.5
7007,Rider_7007,Mumbai,4/1/2024,4
7008,Rider_7008,Mumbai,9/23/2024,4.3
7009,Rider_7009,Hyderabad,3/28/2022,4.8
7010,Rider_7010,Delhi,8/4/2023,3
7011,Rider_7011,Chennai,12/25/2024,3.7
7012,Rider_7012,Bangalore,9/16/2022,4.4
7013,Rider_7013,Hyderabad,3/23/2022,4.5
7014,Rider_7014,Chennai,11/24/2022,3.8
7015,Rider_7015,Bangalore,1/2/2022,3.6
7016,Rider_7016,Mumbai,7/22/2023,4.9
7017,Rider_7017,Bangalore,8/22/2023,3
7018,Rider_7018,Delhi,10/21/2023,4.4
7019,Rider_7019,Mumbai,9/18/2024,4.2
7020,Rider_7020,Bangalore,4/13/2022,3.7
7021,Rider_7021,Chennai,2/10/2024,4.5
7022,Rider_7022,Delhi,8/26/2022,4.3
7023,Rider_7023,Bangalore,2/26/2022,3.8
7024,Rider_7024,Delhi,4/23/2022,4.8
7025,Rider_7025,Hyderabad,11/2/2022,4.2
7026,Rider_7026,Mumbai,11/16/2022,3.3
7027,Rider_7027,Chennai,6/15/2022,3.1
7028,Rider_7028,Chennai,5/10/2023,3.8
7029,Rider_7029,Delhi,4/27/2022,4.6
7030,Rider_7030,Bangalore,12/25/2024,3.6
7031,Rider_7031,Mumbai,6/11/2024,4.9
7032,Rider_7032,Mumbai,7/20/2024,3.5
7033,Rider_7033,Hyderabad,10/11/2024,4.6
7034,Rider_7034,Hyderabad,7/17/2024,4
7035,Rider_7035,Chennai,12/20/2024,5
7036,Rider_7036,Hyderabad,1/6/2024,3.7
7037,Rider_7037,Bangalore,1/24/2023,3.6
7038,Rider_7038,Delhi,1/8/2024,3.8
7039,Rider_7039,Chennai,3/2/2022,3.2
7040,Rider_7040,Chennai,10/9/2024,4
7041,Rider_7041,Bangalore,11/8/2022,3.9
7042,Rider_7042,Delhi,12/15/2023,3.2
7043,Rider_7043,Chennai,6/8/2022,4.6
7044,Rider_7044,Delhi,12/12/2022,4.5
7045,Rider_7045,Mumbai,2/19/2023,3.8
7046,Rider_7046,Delhi,3/1/2023,5
7047,Rider_7047,Hyderabad,1/18/2023,4.7
7048,Rider_7048,Bangalore,3/7/2022,3.8
7049,Rider_7049,Bangalore,8/12/2024,3.7
7050,Rider_7050,Hyderabad,7/28/2024,5
7051,Rider_7051,Delhi,6/6/2024,4.6
7052,Rider_7052,Delhi,10/18/2024,3.8
7053,Rider_7053,Delhi,2/14/2022,4.7
7054,Rider_7054,Delhi,11/12/2022,4
7055,Rider_7055,Mumbai,1/20/2024,4.1
7056,Rider_7056,Bangalore,11/25/2024,4.8
7057,Rider_7057,Mumbai,12/1/2022,3.7
7058,Rider_7058,Bangalore,9/21/2024,4.1
