shift_id,driver_id,shift_date,hours_online,trips_completed
13688,10960,11/23/2025,2.3,11
13689,6604,12/26/2025,9.3,2
13690,5342,12/7/2025,3.5,19
13691,49178,12/7/2025,6.4,14
13692,40115,12/5/2025,5.4,3
13693,30825,12/9/2025,5.2,21
13694,26070,12/22/2025,3,4
13695,40110,11/23/2025,3,1
13696,10674,12/18/2025,3.1,3
13697,25918,1/11/2026,5.2,0
13698,40579,1/12/2026,7.9,17
13699,26321,11/18/2025,3,10
13700,37108,1/3/2026,4.3,19
13701,23661,11/26/2025,5.2,11
13702,34051,12/12/2025,5.4,4
13703,3491,12/18/2025,5.5,14
13704,48623,1/10/2026,4.5,3
13705,23395,12/15/2025,4,12
13706,40377,12/4/2025,8.7,9
13707,36436,12/29/2025,8.8,5
13708,6914,1/2/2026,7.2,20
13709,47150,1/3/2026,7.2,0
13710,17856,11/25/2025,9.8,6
13711,21617,12/15/2025,2.3,1
13712,11595,12/11/2025,3.1,13
13713,37847,12/14/2025,4.9,15
13714,10201,11/19/2025,7.8,7
13715,16137,1/4/2026,8.9,5
13716,22581,1/6/2026,8.9,12
13717,48275,1/10/2026,8.4,9
13718,30970,12/1/2025,4.5,5
13719,18830,1/10/2026,6.4,7
13720,31111,12/16/2025,1.3,13
13721,44773,1/2/2026,10.6,6
13722,37678,11/25/2025,4.8,23
13723,22331,11/24/2025,9.1,18
13724,27535,11/15/2025,8.3,11
13725,2328,12/30/2025,8.9,7
13726,29116,11/28/2025,7.2,16
13727,39801,12/16/2025,9.2,15
13728,44526,12/20/2025,6.2,13
13729,47148,1/3/2026,5.1,21
13730,5665,1/5/2026,2.8,19
13731,46387,11/16/2025,5.2,15
13732,48948,11/29/2025,4.5,20
13733,8667,12/6/2025,2.9,24
13734,27803,12/18/2025,1.8,18
13735,13412,11/24/2025,8.5,0
13736,14241,1/4/2026,4.9,8
13737,25425,12/24/2025,10.8,18
13738,42370,12/14/2025,8.6,24
13739,2797,1/2/2026,6.5,24
13740,27921,1/6/2026,4.8,22
13741,8287,11/16/2025,4.9,20
13742,19691,12/7/2025,9.6,5
13743,30304,1/9/2026,2.3,17
13744,25530,11/29/2025,10.2,0
13745,63,12/8/2025,2,15
13746,7180,1/12/2026,7.5,9
13747,48772,12/22/2025,3.4,14
13748,43213,12/9/2025,1.4,16
13749,32761,1/10/2026,2.7,19
13750,6657,12/7/2025,5,22
13751,46760,1/4/2026,10.6,24
13752,45996,12/24/2025,2.6,19
13753,22401,12/14/2025,10.9,4
13754,23311,12/20/2025,3.8,11
13755,3716,11/18/2025,2.7,7
13756,17789,1/11/2026,4.3,15
13757,6631,11/24/2025,2.8,20
13758,13940,12/16/2025,10.7,8
13759,40136,12/14/2025,1.7,9
13760,42151,12/7/2025,8.6,17
13761,22203,11/25/2025,1.1,5
13762,30926,1/8/2026,3.3,1
13763,37,12/31/2025,8.5,2
13764,9946,11/28/2025,10.5,15
13765,37806,11/16/2025,2.9,13
13766,16260,12/17/2025,5.8,20
13767,3524,11/27/2025,9,17
13768,11146,1/10/2026,6.8,7
13769,2687,12/25/2025,5,17
13770,46842,1/9/2026,3.3,23
13771,9212,1/2/2026,5.6,9
13772,3263,1/4/2026,2.4,24
13773,43058,1/13/2026,3.2,23
13774,18279,12/24/2025,8.1,1
13775,29849,11/27/2025,9.6,25
13776,48135,12/25/2025,5.4,4
13777,36368,12/22/2025,8.6,0
13778,29465,12/11/2025,1.5,24
13779,49590,12/31/2025,7.9,8
13780,22143,12/10/2025,1,4
13781,18164,1/5/2026,7,7
13782,44295,11/14/2025,9.7,18
13783,48094,11/22/2025,5.5,2
13784,32310,12/10/2025,7.6,7
13785,27526,1/4/2026,4.4,20
13786,10095,12/29/2025,4.3,19
13787,44835,11/20/2025,5,25
13788,12206,12/22/2025,1.9,0
13789,24782,1/9/2026,5.5,25
13790,4550,1/13/2026,9.9,1
13791,36845,12/29/2025,4.7,16
13792,27087,12/24/2025,5,3
13793,19628,12/11/2025,9.7,12
13794,14209,12/11/2025,10.8,25
13795,14497,12/3/2025,3.9,23
13796,37278,11/21/2025,3.1,10
13797,28618,11/21/2025,3.6,13
13798,18040,12/6/2025,1.8,22
13799,2854,1/4/2026,8.2,25
13800,2467,11/29/2025,10,16
13801,38511,1/8/2026,7.2,24
13802,8884,12/26/2025,8.9,9
13803,40622,12/28/2025,3.6,15
13804,7250,11/28/2025,9.8,17
13805,35964,12/27/2025,6.1,24
13806,34198,12/28/2025,10.2,21
13807,24816,12/16/2025,2.8,4
13808,80,12/15/2025,10.3,17
13809,24666,12/20/2025,10.1,24
13810,24969,1/8/2026,3.6,1
13811,16864,11/30/2025,4.8,9
13812,13553,12/30/2025,9.6,17
13813,38175,12/23/2025,6.6,17
13814,8344,1/2/2026,2.8,5
13815,25057,12/9/2025,3.5,9
13816,23907,12/25/2025,4.3,0
13817,20424,1/7/2026,3,17
13818,15155,12/13/2025,8.6,6
13819,49043,11/22/2025,8.6,5
13820,11513,1/11/2026,6.3,13
13821,36151,1/12/2026,2.7,17
13822,48280,1/7/2026,7.2,25
13823,44318,12/9/2025,9.6,20
13824,2206,1/9/2026,4.4,13
13825,40373,1/6/2026,5.7,13
13826,21567,12/6/2025,7.9,2
13827,38593,12/23/2025,9.2,13
13828,1342,11/18/2025,3.9,20
13829,29394,12/26/2025,5.1,18
13830,11913,1/5/2026,10.7,3
13831,7345,11/29/2025,1.9,13
13832,28633,1/12/2026,1.1,5
13833,15836,11/29/2025,7.9,16
13834,39014,12/19/2025,3.4,2
13835,42833,12/6/2025,10.6,4
13836,22019,12/23/2025,1.6,0
13837,16723,11/19/2025,10.2,20
13838,48289,11/16/2025,10.2,15
13839,29472,1/4/2026,1.7,18
13840,3075,12/20/2025,1.5,21
13841,16704,1/8/2026,4.4,3
13842,22527,12/25/2025,7.6,9
13843,18535,12/3/2025,8.9,7
13844,34829,12/15/2025,7.4,7
13845,18201,12/3/2025,6.9,21
13846,36921,12/28/2025,3.8,17
13847,26891,1/13/2026,3.9,17
13848,5204,12/17/2025,8.7,7
13849,16472,12/1/2025,5.3,10
13850,323,11/21/2025,5.1,17
13851,17698,11/28/2025,2,25
13852,35807,12/3/2025,5.6,10
13853,40349,1/8/2026,3.7,4
13854,42795,11/15/2025,8.7,9
13855,5809,12/6/2025,8.8,1
13856,46254,1/8/2026,1.5,11
13857,28787,12/23/2025,6.4,14
13858,15825,1/7/2026,7.2,24
13859,17011,12/25/2025,5.7,1
13860,48847,1/2/2026,1.8,1
13861,19230,12/4/2025,1.6,9
13862,16937,12/12/2025,8.3,24
13863,18183,12/12/2025,10.8,15
13864,7028,1/5/2026,6,17
13865,6320,12/30/2025,7,25
13866,34865,12/23/2025,5.6,23
13867,24914,12/22/2025,2.4,21
13868,13744,12/9/2025,4.5,21
13869,38448,1/3/2026,2.7,13
13870,34915,12/11/2025,11,6
13871,34236,11/17/2025,3.5,9
13872,32656,11/21/2025,3.1,8
13873,5299,12/4/2025,7.4,8
13874,16718,12/28/2025,6.9,15
13875,22729,11/22/2025,5.9,23
13876,45907,1/1/2026,1.9,3
13877,31662,12/2/2025,7.2,22
13878,28177,12/20/2025,7.6,24
13879,44435,12/5/2025,4.5,19
13880,17093,1/7/2026,7.8,0
13881,31511,1/1/2026,8.7,8
13882,10080,11/23/2025,8.5,15
13883,8799,1/9/2026,4.4,23
13884,7024,11/29/2025,10.2,5
13885,41659,12/23/2025,1.6,21
13886,25592,12/7/2025,4.6,22
13887,16143,11/14/2025,3.6,4
13888,22876,12/31/2025,1.2,15
13889,46094,1/5/2026,9,23
13890,47642,11/18/2025,1.2,13
13891,27071,12/31/2025,8.9,0
13892,38419,12/9/2025,3.1,21
13893,20573,11/28/2025,6.5,6
13894,35077,12/30/2025,6.3,14
13895,42631,12/18/2025,3.1,6
13896,44151,12/3/2025,4.8,24
13897,21951,1/11/2026,7.3,8
13898,25375,1/8/2026,6.5,11
13899,24080,12/21/2025,5.6,21
13900,21367,12/5/2025,7.6,12
13901,18319,1/9/2026,2.6,18
13902,7707,12/25/2025,5.9,3
13903,34639,1/1/2026,10.8,20
13904,33465,12/27/2025,2.6,14
13905,4085,12/23/2025,2.4,18
13906,15176,11/19/2025,6.9,13
13907,40774,12/10/2025,3.8,2
13908,41120,11/25/2025,8.8,1
13909,18794,12/2/2025,6.9,7
13910,39176,12/21/2025,6.1,4
13911,17205,12/11/2025,5.3,11
13912,25344,11/24/2025,6.5,20
13913,39706,12/14/2025,2.6,21
13914,21995,12/20/2025,2,14
13915,8129,11/20/2025,1.9,12
13916,43912,1/7/2026,3.8,9
13917,45951,1/6/2026,4.4,20
13918,26000,12/13/2025,2.3,19
13919,6922,11/16/2025,2.9,18
13920,2156,11/18/2025,5.6,25
13921,6392,11/19/2025,10.1,7
13922,9080,11/28/2025,6.2,7
13923,27989,11/29/2025,10,1
13924,38686,12/22/2025,3.3,23
13925,24272,11/21/2025,10,1
13926,6337,1/2/2026,5.8,3
13927,7353,1/2/2026,9.8,8
13928,10274,12/3/2025,9.2,5
13929,29159,1/12/2026,9.5,7
13930,27476,12/7/2025,3.2,7
13931,33092,12/13/2025,5.9,6
13932,7810,11/15/2025,5.3,18
13933,40755,11/14/2025,3.2,18
13934,27819,12/16/2025,2.8,3
13935,22779,1/9/2026,2.2,6
13936,47034,11/26/2025,8.9,1
13937,39741,11/23/2025,10.1,13
13938,48404,11/17/2025,8.7,23
13939,32719,12/22/2025,6.1,15
13940,3544,11/25/2025,4.6,13
13941,17946,11/26/2025,4.4,15
13942,47268,12/7/2025,3.5,1
13943,2975,12/21/2025,5,16
13944,1519,12/2/2025,5.9,12
13945,43906,1/2/2026,5.8,8
13946,9661,11/18/2025,3,24
13947,12899,1/1/2026,7.2,15
13948,19502,12/2/2025,7.7,5
13949,20113,11/26/2025,9.7,7
13950,29684,12/10/2025,1.8,23
13951,44225,1/4/2026,6.1,0
13952,44647,12/5/2025,3.1,10
13953,25127,1/5/2026,8.2,20
13954,49664,1/6/2026,7.8,10
13955,22648,12/11/2025,1.6,3
13956,38881,11/23/2025,1.9,5
13957,27124,1/7/2026,8.8,25
13958,26384,11/18/2025,3.4,24
13959,34252,12/18/2025,2.1,19
13960,26599,11/18/2025,2.4,22
13961,25428,12/8/2025,10.2,1
13962,15285,11/30/2025,5,3
13963,40150,1/13/2026,8.2,20
13964,23704,1/9/2026,2.6,19
13965,23094,12/9/2025,8.1,13
13966,24679,1/6/2026,10.6,24
13967,41271,1/6/2026,6,12
13968,2070,11/30/2025,2.8,1
13969,6730,1/7/2026,2.7,4
13970,42091,11/19/2025,6.8,22
13971,25348,1/11/2026,8.3,11
13972,21843,11/20/2025,3.5,21
13973,9376,12/12/2025,8.1,25
13974,23970,1/11/2026,3.6,1
13975,9856,12/5/2025,9.8,1
13976,16377,11/19/2025,4.6,22
13977,8507,11/20/2025,5.3,1
13978,18139,12/27/2025,10.2,13
13979,27892,12/16/2025,1,10
13980,31076,12/2/2025,7.4,6
13981,13974,11/19/2025,1.7,15
13982,5649,12/30/2025,3.2,5
13983,38820,12/21/2025,7,7
13984,47905,12/27/2025,10.3,13
13985,30088,1/2/2026,8,22
13986,4949,12/18/2025,9,3
13987,31867,12/25/2025,4.2,24
13988,21935,12/7/2025,9.4,8
13989,31926,1/6/2026,9.1,16
13990,26678,11/29/2025,9.8,20
13991,28793,1/3/2026,1.7,10
13992,14918,12/2/2025,1.8,5
13993,28407,1/1/2026,1.9,6
13994,1793,12/16/2025,2.4,6
13995,31277,12/31/2025,10.2,15
13996,33601,11/27/2025,2.6,22
13997,43759,1/11/2026,9.5,12
13998,29240,12/1/2025,8.5,18
13999,49708,12/23/2025,5.9,24
14000,17236,12/28/2025,10.1,11
14001,34536,12/30/2025,9.5,9
14002,1925,12/15/2025,8,10
14003,42704,11/24/2025,6.4,8
14004,19613,1/9/2026,4.7,18
14005,21556,12/8/2025,10.4,8
14006,21340,12/4/2025,9.2,0
14007,40877,12/31/2025,5.2,23
14008,45783,12/14/2025,2.2,20
14009,4813,11/29/2025,7.6,16
14010,1897,12/28/2025,3.7,3
14011,24101,12/24/2025,6.5,9
14012,32640,12/5/2025,1.3,21
14013,44722,12/21/2025,10.4,23
14014,45737,1/13/2026,7.6,11
14015,18864,12/7/2025,10.9,23
14016,5521,1/10/2026,6,16
14017,34890,12/17/2025,8,23
14018,37585,12/13/2025,1.1,11
14019,31164,12/31/2025,6.8,8
14020,72,11/29/2025,7,25
14021,10020,11/19/2025,1.1,7
14022,17097,1/2/2026,10.6,21
14023,30838,12/24/2025,3.6,21
14024,9772,12/13/2025,3.6,13
14025,27521,11/21/2025,6.2,15
14026,33052,12/13/2025,8.5,8
14027,5223,12/17/2025,7.1,13
14028,4701,12/11/2025,6.9,21
14029,32938,12/16/2025,8.2,21
14030,19736,12/20/2025,7.6,16
14031,3614,12/23/2025,9,8
14032,16435,12/19/2025,7.3,0
14033,17402,11/29/2025,5.6,16
14034,10906,1/9/2026,3.7,8
14035,49099,11/19/2025,7.6,8
14036,47231,1/3/2026,4.4,20
14037,49963,11/24/2025,3.8,11
14038,20855,1/12/2026,4.7,4
14039,1064,1/8/2026,9.4,22
14040,39114,12/26/2025,5.9,3
14041,18897,1/2/2026,3,6
14042,25247,1/3/2026,8,9
14043,9876,11/25/2025,5.9,13
14044,29892,1/7/2026,2.4,18
14045,43836,1/3/2026,3.6,0
14046,16632,11/15/2025,9.7,22
14047,15109,12/19/2025,4.7,25
14048,28655,12/12/2025,8.7,2
14049,24960,12/2/2025,10.1,12
14050,40876,12/27/2025,6.7,4
14051,27,12/19/2025,8.8,9
14052,12908,12/14/2025,8.6,21
14053,26347,11/17/2025,6.8,0
14054,41061,11/27/2025,10.1,12
14055,27973,11/28/2025,1.1,12
14056,33103,12/23/2025,10.2,16
14057,48081,1/1/2026,9,7
14058,44869,11/15/2025,2.8,12
14059,849,1/3/2026,10.4,10
14060,8072,1/2/2026,8.2,24
14061,25754,12/9/2025,7.5,16
14062,29928,11/16/2025,5,5
14063,45897,11/27/2025,7.1,2
14064,6593,1/3/2026,9.2,24
14065,6561,1/13/2026,2.4,0
14066,39162,12/7/2025,4.2,6
14067,4638,1/4/2026,4.8,25
14068,36198,12/10/2025,8.1,21
14069,38386,12/17/2025,9.9,16
14070,44790,1/6/2026,10.6,0
14071,17020,12/17/2025,10.2,13
14072,173,12/31/2025,8.6,17
14073,21962,1/13/2026,2.2,22
14074,25284,12/5/2025,6.6,21
14075,14563,12/16/2025,9.6,0
14076,37698,12/23/2025,2,6
14077,16503,1/12/2026,1.2,9
14078,24362,11/24/2025,3.4,16
14079,8610,12/15/2025,8.2,4
14080,30071,11/16/2025,5,25
14081,6025,12/9/2025,1.4,12
14082,4853,11/30/2025,5.5,1
14083,33680,11/15/2025,4.9,9
14084,38042,1/10/2026,5.8,16
14085,26990,12/10/2025,9.9,11
14086,43166,1/13/2026,7,20
14087,31339,12/28/2025,3.3,0
14088,31423,11/19/2025,10.6,6
14089,27898,12/15/2025,8,4
14090,31989,12/20/2025,7.3,12
14091,37023,12/16/2025,7.6,22
14092,32367,12/1/2025,5.9,2
14093,27941,12/1/2025,8.2,0
14094,19859,11/27/2025,10.7,8
14095,10807,1/10/2026,9.3,16
14096,17944,11/20/2025,10.1,6
14097,14979,11/14/2025,1.7,25
14098,16266,12/4/2025,5.9,23
14099,33231,1/6/2026,1.6,11
14100,15987,1/10/2026,7.3,18
14101,22717,12/7/2025,10.2,9
14102,30091,12/14/2025,11,20
14103,19008,11/21/2025,3.4,14
14104,30589,12/1/2025,10.7,13
14105,3204,12/10/2025,5.4,19
14106,37330,11/14/2025,9.8,14
14107,34651,1/11/2026,8.2,24
14108,56,12/19/2025,6.8,13
14109,13547,12/8/2025,2.1,10
14110,41299,11/16/2025,9.4,2
14111,40926,12/17/2025,9,21
14112,20668,11/27/2025,2.3,16
14113,15095,12/7/2025,9.4,3
14114,44832,1/11/2026,2.7,6
14115,17352,11/15/2025,2.7,4
14116,14155,12/3/2025,4.3,16
14117,39228,12/5/2025,8.6,16
14118,49305,12/9/2025,3.3,16
14119,13962,1/8/2026,5.9,2
14120,25460,12/25/2025,2.3,4
14121,6392,1/9/2026,3.6,17
14122,29793,1/8/2026,5.7,5
14123,15012,12/5/2025,5.7,5
14124,10050,12/15/2025,3.5,7
14125,44016,11/20/2025,7,17
14126,9108,1/6/2026,6.6,25
14127,40389,12/25/2025,8.5,10
14128,6811,1/10/2026,6.3,0
14129,34585,12/30/2025,11,19
14130,16044,12/3/2025,10.4,18
14131,3117,12/29/2025,1.7,24
14132,43387,1/2/2026,7.4,1
14133,37257,1/10/2026,10.4,8
14134,14755,12/8/2025,3.4,3
14135,35526,11/21/2025,4.7,23
14136,35733,12/12/2025,3.1,6
14137,15171,12/17/2025,3.8,9
14138,32868,12/25/2025,5,14
14139,42410,1/2/2026,6.5,8
14140,22573,12/23/2025,7.2,25
14141,15848,12/2/2025,3.7,3
14142,45666,11/17/2025,6,15
14143,36827,1/13/2026,9.7,7
14144,18512,12/15/2025,2.3,25
14145,43954,1/4/2026,9.2,7
14146,42481,1/7/2026,9.6,24
14147,13042,11/22/2025,2.2,24
14148,26605,1/11/2026,4.3,24
14149,34082,12/20/2025,10,5
14150,9297,11/25/2025,4.9,18
14151,11585,12/16/2025,3,0
14152,22326,11/14/2025,6.5,2
14153,26205,1/3/2026,1.4,11
14154,8479,12/15/2025,4.6,14
14155,33376,12/31/2025,6.7,16
14156,6111,12/4/2025,8.7,3
14157,17955,12/22/2025,7.5,9
14158,22538,11/28/2025,7.9,24
14159,13441,12/4/2025,9.3,5
14160,20887,1/2/2026,1.9,7
14161,16012,1/13/2026,2.5,18
14162,3896,12/5/2025,6.6,18
14163,19876,12/22/2025,9.9,17
14164,44348,12/7/2025,8.5,21
14165,33509,12/29/2025,6.4,16
14166,36706,12/23/2025,10.8,20
14167,391,12/2/2025,3.4,12
14168,43121,11/30/2025,4.3,2
14169,31626,1/6/2026,3.6,5
14170,19986,12/21/2025,9,19
14171,7036,12/11/2025,10.4,14
14172,17430,11/25/2025,9.1,6
14173,31270,11/19/2025,3.4,23
14174,23530,1/6/2026,1.7,2
14175,39500,12/31/2025,7,11
14176,20374,12/6/2025,8.6,18
14177,25142,11/25/2025,2.6,1
14178,49383,12/31/2025,6.4,9
14179,8791,1/10/2026,8.6,20
14180,5522,11/29/2025,2.2,15
14181,1363,12/13/2025,8.2,18
14182,2015,12/18/2025,5.5,12
14183,35996,12/8/2025,3.1,4
14184,40169,12/2/2025,5.6,5
14185,47312,12/11/2025,7.3,19
14186,29757,1/11/2026,7.2,6
14187,15359,1/10/2026,5,12
14188,19291,11/25/2025,6.8,23
14189,36366,12/29/2025,2.4,1
14190,48552,12/6/2025,7.6,23
14191,36965,12/13/2025,8.8,4
14192,27026,11/16/2025,7,19
14193,10830,11/20/2025,3.7,4
14194,46606,11/22/2025,5.4,10
14195,31948,12/16/2025,5.2,16
14196,18330,11/19/2025,9.4,8
14197,11482,12/13/2025,2.8,11
14198,45171,1/12/2026,6.6,21
14199,22320,12/29/2025,8.8,15
14200,33325,11/18/2025,7.9,12
14201,17909,1/12/2026,2.5,7
14202,6313,12/23/2025,2.9,2
14203,28293,1/10/2026,5.9,19
14204,10857,11/28/2025,8.2,24
14205,4083,12/21/2025,3.8,13
14206,33314,12/7/2025,10.6,19
14207,8252,1/7/2026,4.3,13
14208,35757,1/3/2026,5.3,21
14209,30446,1/12/2026,10.9,15
14210,3103,11/16/2025,8.6,1
14211,30445,11/26/2025,6.8,4
14212,36406,12/28/2025,5.1,14
14213,37224,12/8/2025,4.1,5
14214,3010,12/9/2025,2.6,3
14215,856,11/30/2025,6.1,4
14216,45337,11/17/2025,2.9,14
14217,23630,11/19/2025,5.8,18
14218,16037,1/3/2026,9.8,7
14219,48780,11/26/2025,8.6,3
14220,45801,11/26/2025,5.3,13
14221,44162,12/16/2025,10.2,24
14222,9839,1/12/2026,3.1,15
14223,125,12/19/2025,10,14
14224,1518,12/1/2025,7.7,5
14225,26288,12/21/2025,10.8,5
14226,34659,1/11/2026,6.3,9
14227,48652,12/8/2025,7.6,23
14228,5145,12/19/2025,2.7,13
14229,13483,12/9/2025,4.8,12
14230,24558,12/22/2025,1.7,23
14231,17004,12/16/2025,9,10
14232,33380,12/2/2025,4.9,19
14233,13795,11/21/2025,9.3,12
14234,24460,11/17/2025,10.3,0
14235,32655,12/14/2025,10.9,18
14236,13102,12/13/2025,6,5
14237,36887,11/21/2025,8.5,13
14238,32791,12/21/2025,10.5,23
14239,28718,12/16/2025,5.7,8
14240,33434,11/15/2025,9.2,12
14241,31881,11/22/2025,9.6,7
14242,5750,12/17/2025,4.9,3
14243,15925,12/26/2025,8.6,24
14244,33219,11/17/2025,8.3,25
14245,44206,12/1/2025,7.8,6
14246,14642,11/18/2025,5.7,13
14247,10036,12/7/2025,3.8,16
14248,2030,12/5/2025,5.1,7
14249,42135,1/8/2026,10.1,24
14250,32115,12/11/2025,10.5,10
14251,38430,12/11/2025,1.6,21
14252,5544,11/16/2025,1.9,2
14253,22735,11/14/2025,2.5,2
14254,46632,11/29/2025,5.2,15
14255,40700,11/18/2025,7.5,24
14256,32876,1/7/2026,10.1,17
14257,42540,11/16/2025,5,3
14258,17056,12/10/2025,7.3,13
14259,20703,1/3/2026,6.1,3
14260,14304,12/9/2025,3.6,5
14261,30424,12/23/2025,1.4,6
14262,30834,11/18/2025,4.6,25
14263,1696,11/26/2025,2.7,17
14264,22691,12/16/2025,6.8,4
14265,28858,1/4/2026,4.8,13
14266,19960,11/21/2025,6.9,22
14267,31952,12/29/2025,9.6,22
14268,902,1/11/2026,8.8,0
14269,25034,1/6/2026,2.4,19
14270,18592,11/30/2025,3.3,3
14271,35562,11/18/2025,3.4,10
14272,481,12/1/2025,4,0
14273,25180,12/31/2025,5.1,3
14274,15043,11/26/2025,7.8,4
14275,1993,1/10/2026,3.2,5
14276,23983,12/22/2025,4.7,25
14277,43789,12/25/2025,3.7,22
14278,8704,12/29/2025,7.6,10
14279,8438,1/11/2026,2.5,1
14280,34461,11/17/2025,7.4,9
14281,24466,11/21/2025,4.7,17
14282,29371,12/10/2025,10.7,17
14283,20960,11/28/2025,9.9,20
14284,30833,12/14/2025,4.6,13
14285,30630,1/3/2026,5.2,21
14286,12459,11/30/2025,9.9,20
14287,24043,11/21/2025,5.9,18
14288,37119,1/13/2026,4.8,10
14289,42393,12/31/2025,10.6,17
14290,48623,1/3/2026,6.2,5
14291,33230,12/16/2025,10.3,6
14292,16864,12/26/2025,10.6,3
14293,20616,11/21/2025,1.7,7
14294,40400,12/7/2025,3.4,2
14295,2285,11/18/2025,2.7,22
14296,1444,12/21/2025,1.7,3
14297,333,11/20/2025,6.1,21
14298,1707,12/18/2025,3.3,1
14299,44508,12/19/2025,9.2,16
14300,12452,12/18/2025,9.7,2
14301,3556,12/24/2025,3,4
14302,28202,11/17/2025,7.4,21
14303,47686,12/25/2025,7.1,17
14304,13806,11/26/2025,7.1,7
14305,15779,1/10/2026,4.8,3
14306,47873,11/28/2025,6.8,25
14307,23524,12/13/2025,8.9,0
14308,48876,11/15/2025,6.8,5
14309,1438,12/22/2025,8.2,0
14310,31548,1/5/2026,7.8,20
14311,45332,11/22/2025,8.3,21
14312,1515,12/26/2025,10.8,4
14313,41042,11/23/2025,1.1,17
14314,2448,1/6/2026,9,18
14315,42279,12/17/2025,9,18
14316,17614,1/5/2026,4.9,8
14317,6720,12/11/2025,1.4,25
14318,32392,11/26/2025,2.3,18
14319,34531,11/28/2025,10.5,21
14320,35556,11/29/2025,5.7,12
14321,3535,12/19/2025,6.2,22
14322,49833,12/6/2025,5.8,4
14323,11291,12/28/2025,3.6,13
14324,49772,11/30/2025,9.1,14
14325,41066,12/9/2025,4.1,11
14326,11469,12/4/2025,10.6,11
14327,22878,11/24/2025,2.6,9
14328,21514,12/8/2025,3.3,18
14329,13475,11/30/2025,3.5,22
14330,4894,12/20/2025,9.9,25
14331,28783,1/11/2026,8.8,23
14332,4880,11/29/2025,2.1,23
14333,6586,1/10/2026,5.3,25
14334,4467,1/5/2026,4,15
14335,15933,12/28/2025,5.9,6
14336,24187,11/28/2025,9,5
14337,17304,1/10/2026,9.3,8
14338,46371,12/2/2025,4.5,25
14339,25265,11/22/2025,8.2,15
14340,20826,11/24/2025,1.8,6
14341,14155,12/3/2025,9.2,7
14342,21717,11/16/2025,8.8,25
14343,185,1/12/2026,4.5,24
14344,33906,11/16/2025,1.9,4
14345,37670,12/12/2025,5.5,19
14346,8448,12/4/2025,7.1,23
14347,47438,12/7/2025,4.9,12
14348,39187,1/12/2026,2.4,24
14349,35878,12/2/2025,6.8,24
14350,23799,12/1/2025,3.6,17
14351,29522,12/16/2025,10.6,15
14352,45066,12/14/2025,10.4,9
14353,3276,1/7/2026,7.9,0
14354,29117,11/16/2025,10.4,19
14355,37893,11/15/2025,9.6,18
14356,32714,1/4/2026,7,20
14357,41281,11/22/2025,7,21
14358,7942,12/6/2025,10.5,20
14359,27882,1/10/2026,5.6,23
14360,29869,11/26/2025,1.9,8
14361,34422,1/3/2026,9.2,18
14362,16455,1/4/2026,4.6,13
14363,29523,12/2/2025,1.5,24
14364,24212,11/14/2025,6.5,22
14365,39281,12/31/2025,8.2,20
14366,22594,12/12/2025,4.1,16
14367,33291,11/15/2025,3.3,16
14368,2802,11/22/2025,4.9,15
14369,12556,12/16/2025,6.7,21
14370,6470,11/26/2025,4.3,11
14371,36112,1/1/2026,5.4,17
14372,48608,11/27/2025,8,16
14373,10525,12/7/2025,9.1,16
14374,40066,1/10/2026,4.2,2
14375,20988,1/12/2026,2,4
14376,33837,12/17/2025,5.7,14
14377,24658,11/25/2025,9,12
14378,48622,12/22/2025,9.2,20
14379,33032,11/21/2025,6.3,24
14380,22426,11/24/2025,3,24
14381,27153,12/16/2025,8.3,25
14382,29601,12/15/2025,10.1,7
14383,5814,12/27/2025,5.4,3
14384,30884,11/17/2025,3,24
14385,35781,12/31/2025,5.4,23
14386,17676,12/6/2025,5.4,16
14387,34511,11/30/2025,10.5,15
14388,47453,12/28/2025,3.2,10
14389,19564,12/1/2025,3.1,21
14390,35785,11/25/2025,8.9,1
14391,36581,1/1/2026,5.8,12
14392,24483,11/20/2025,8.3,20
14393,5555,1/3/2026,8.9,22
14394,13002,1/8/2026,3,17
14395,36395,12/26/2025,8.5,9
14396,37848,12/20/2025,9.2,25
14397,12248,12/16/2025,4,7
14398,29653,11/25/2025,9.5,5
14399,7602,12/27/2025,3.8,20
14400,263,11/29/2025,9.3,2
14401,26999,1/4/2026,10.4,3
14402,18970,12/14/2025,1.6,10
14403,5872,11/22/2025,6,25
14404,22441,11/28/2025,4.9,19
14405,13268,11/23/2025,9.9,13
14406,12392,12/27/2025,9.9,21
14407,25088,12/12/2025,1.7,11
14408,37155,12/10/2025,10,14
14409,28427,12/8/2025,10.5,24
14410,12554,12/1/2025,2.8,25
14411,12088,12/19/2025,1,5
14412,36497,1/1/2026,9,23
14413,4441,12/20/2025,4.4,4
14414,14018,11/22/2025,4.7,9
14415,28592,1/12/2026,2,16
14416,21884,12/27/2025,9.8,13
14417,41808,1/3/2026,10.4,5
14418,16799,1/2/2026,9.2,17
14419,4101,11/16/2025,8.2,19
14420,29685,12/4/2025,8.4,2
14421,41812,11/24/2025,5.2,5
14422,41910,11/26/2025,5.3,4
14423,30218,12/1/2025,2.5,8
14424,22744,1/13/2026,9.5,15
14425,3362,11/23/2025,6,4
14426,11267,1/2/2026,10.9,8
14427,5130,1/6/2026,5.8,9
14428,29529,11/16/2025,4,13
14429,38467,12/4/2025,10.6,3
14430,46578,11/28/2025,5.4,22
14431,46764,1/7/2026,2.5,25
