ride_id,rider_id,rider_name,rider_city,rider_rating,signup_date,driver_id,driver_name,driver_city,driver_rating,ride_city,ride_status,request_time,start_time,end_time,waiting_time_min,ride_duration_min,distance_km,fare_amount,payment_method,payment_time,is_paid,fare_per_km,ride_date
RID15474,R8790,Rider_8790,Hyderabad,4.5,2022-04-03,D2202,Driver_2202,Hyderabad,4.0,Hyderabad,COMPLETED,2025-07-29 18:59:08,2025-07-29 19:14:08,2025-07-29 19:36:39,15.0,22.52,13.22,152.03,CASH,2025-07-29 19:36:38,True,11.5,2025-07-29
RID30490,R7599,Rider_7599,Delhi,4.2,2023-11-23,D1108,Driver_1108,Hyderabad,4.2,Hyderabad,COMPLETED,2023-05-17 07:17:07,2023-05-17 07:28:50,2023-05-17 07:58:12,11.72,29.37,5.2,75.4,CARD,2023-05-17 07:58:11,True,14.5,2023-05-17
RID16557,R1734,Rider_1734,Hyderabad,4.5,2024-06-25,D3350,Driver_3350,Chennai,4.0,Chennai,COMPLETED,2025-05-19 19:39:21,2025-05-19 19:50:41,2025-05-19 20:09:14,11.33,18.55,5.9,76.7,CARD,2025-05-19 20:09:14,True,13.0,2025-05-19
RID14748,R7722,Rider_7722,Mumbai,4.3,2025-09-22,D2502,Driver_2502,Mumbai,3.7,Mumbai,COMPLETED,2024-03-26 19:48:15,2024-03-26 20:05:37,2024-03-26 20:33:31,17.37,27.9,11.97,143.64,UPI,2024-03-26 20:33:31,True,12.0,2024-03-26
RID11758,R4361,Rider_4361,Delhi,3.9,2025-07-31,D3411,Driver_3411,Delhi,3.6,Delhi,COMPLETED,2023-12-17 13:25:21,2023-12-17 13:45:14,2023-12-17 14:09:08,19.88,23.9,6.44,64.4,CASH,2023-12-17 14:09:07,True,10.0,2023-12-17
RID31374,R5702,Rider_5702,Hyderabad,4.6,2024-05-19,D3069,Driver_3069,Bangalore,4.7,Bangalore,COMPLETED,2024-11-18 13:11:42,2024-11-18 13:22:15,2024-11-18 13:37:18,10.55,15.05,8.58,145.86,CARD,2024-11-18 13:37:17,True,17.0,2024-11-18
RID14873,R2773,Rider_2773,Bangalore,4.2,2022-07-06,D110,Driver_110,Chennai,4.4,Chennai,COMPLETED,2025-08-01 23:28:40,2025-08-01 23:40:03,2025-08-02 00:03:24,11.38,23.35,3.05,48.8,CASH,2025-08-02 00:03:23,True,16.0,2025-08-01
RID32874,R8748,Rider_8748,Hyderabad,4.5,2022-08-22,D3550,Driver_3550,Hyderabad,4.0,Hyderabad,COMPLETED,2024-11-04 06:30:06,2024-11-04 06:42:17,2024-11-04 06:56:35,12.18,14.3,2.1,24.15,CARD,2024-11-04 06:56:34,True,11.5,2024-11-04
RID2559,R5444,Rider_5444,Hyderabad,4.2,2022-03-27,D3735,Driver_3735,Bangalore,4.7,Bangalore,COMPLETED,2024-11-30 20:09:03,2024-11-30 20:17:02,2024-11-30 20:38:02,7.98,21.0,8.82,176.4,UPI,2024-11-30 20:38:01,True,20.0,2024-11-30
RID26142,R142,Rider_142,Delhi,3.8,2023-12-07,D1912,Driver_1912,Delhi,4.2,Delhi,COMPLETED,2025-02-17 18:36:38,2025-02-17 18:54:48,2025-02-17 19:10:12,18.17,15.4,9.77,127.01,UPI,2025-02-17 19:10:11,True,13.0,2025-02-17
RID18437,R4748,Rider_4748,Bangalore,4.4,2022-03-29,D2176,Driver_2176,Delhi,3.2,Delhi,COMPLETED,2024-10-04 18:58:59,2024-10-04 19:18:57,2024-10-04 19:46:22,19.97,27.42,8.16,81.6,CASH,2024-10-04 19:46:22,True,10.0,2024-10-04
RID31746,R6191,Rider_6191,Hyderabad,4.3,2024-04-06,D4637,Driver_4637,Delhi,3.6,Delhi,COMPLETED,2024-10-08 17:40:59,2024-10-08 18:02:56,2024-10-08 18:17:19,21.95,14.38,13.89,138.9,UPI,2024-10-08 18:17:19,True,10.0,2024-10-08
RID374,R4329,Rider_4329,Bangalore,4.2,2023-10-09,D736,Driver_736,Chennai,4.4,Chennai,COMPLETED,2025-05-18 23:33:10,2025-05-18 23:42:15,2025-05-19 00:09:07,9.08,26.87,12.49,237.31,CASH,2025-05-19 00:09:07,True,19.0,2025-05-18
RID26721,R2247,Rider_2247,Delhi,3.9,2024-06-09,D3092,Driver_3092,Chennai,4.8,Chennai,COMPLETED,2025-10-14 04:39:05,2025-10-14 04:49:59,2025-10-14 05:02:18,10.9,12.32,2.5,40.0,UPI,2025-10-14 05:02:17,True,16.0,2025-10-14
RID31621,R8902,Rider_8902,Chennai,4.0,2025-06-28,D2025,Driver_2025,Chennai,4.9,Chennai,COMPLETED,2023-08-11 11:54:36,2023-08-11 12:04:20,2023-08-11 12:29:28,9.73,25.13,12.96,246.24,CARD,2023-08-11 12:29:27,True,19.0,2023-08-11
RID23034,R3654,Rider_3654,Mumbai,4.5,2023-08-30,D3872,Driver_3872,Delhi,3.7,Delhi,COMPLETED,2024-05-21 12:39:03,2024-05-21 12:58:54,2024-05-21 13:19:15,19.85,20.35,13.84,138.4,CASH,2024-05-21 13:19:15,True,10.0,2024-05-21
RID4624,R1809,Rider_1809,Chennai,4.0,2025-09-28,D578,Driver_578,Chennai,4.0,Chennai,COMPLETED,2024-01-01 10:39:45,2024-01-01 10:53:05,2024-01-01 11:04:11,13.33,11.1,4.09,53.17,CARD,2024-01-01 11:04:11,True,13.0,2024-01-01
RID10808,R5872,Rider_5872,Delhi,4.5,2023-07-06,D2497,Driver_2497,Bangalore,4.0,Bangalore,COMPLETED,2023-10-20 03:23:15,2023-10-20 03:35:07,2023-10-20 04:02:26,11.87,27.32,8.91,124.74,UPI,2023-10-20 04:02:26,True,14.0,2023-10-20
RID16184,R2361,Rider_2361,Mumbai,4.5,2025-11-11,D1658,Driver_1658,Bangalore,4.4,Bangalore,COMPLETED,2024-12-12 18:24:42,2024-12-12 18:33:40,2024-12-12 18:52:26,8.97,18.77,6.01,120.2,CARD,2024-12-12 18:52:26,True,20.0,2024-12-12
RID25586,R7332,Rider_7332,Mumbai,4.6,2022-12-18,D1055,Driver_1055,Chennai,4.0,Chennai,COMPLETED,2025-08-23 10:06:02,2025-08-23 10:18:15,2025-08-23 10:32:32,12.22,14.28,11.78,153.14,CARD,2025-08-23 10:32:31,True,13.0,2025-08-23
RID18323,R496,Rider_496,Hyderabad,4.2,2023-05-02,D2861,Driver_2861,Bangalore,4.4,Bangalore,COMPLETED,2024-10-11 03:48:22,2024-10-11 03:56:18,2024-10-11 04:14:21,7.93,18.05,8.85,177.0,CARD,2024-10-11 04:14:20,True,20.0,2024-10-11
RID9918,R6299,Rider_6299,Delhi,3.9,2022-12-10,D600,Driver_600,Bangalore,4.7,Bangalore,COMPLETED,2025-07-13 15:59:33,2025-07-13 16:07:20,2025-07-13 16:37:09,7.78,29.82,6.72,134.4,UPI,2025-07-13 16:37:09,True,20.0,2025-07-13
RID16432,R5290,Rider_5290,Hyderabad,3.6,2025-02-27,D172,Driver_172,Chennai,4.4,Chennai,COMPLETED,2024-05-28 07:53:04,2024-05-28 08:05:24,2024-05-28 08:33:24,12.33,28.0,10.93,174.88,CARD,2024-05-28 08:33:24,True,16.0,2024-05-28
RID32679,R7473,Rider_7473,Hyderabad,4.8,2024-03-31,D4943,Driver_4943,Chennai,4.5,Chennai,COMPLETED,2023-08-24 08:02:18,2023-08-24 08:12:44,2023-08-24 08:23:40,10.43,10.93,8.8,140.8,CASH,2023-08-24 08:23:39,True,16.0,2023-08-24
RID18894,R1049,Rider_1049,Delhi,4.2,2025-05-28,D2891,Driver_2891,Mumbai,4.2,Mumbai,COMPLETED,2024-10-08 00:48:54,2024-10-08 01:04:17,2024-10-08 01:23:45,15.38,19.47,2.65,39.75,UPI,2024-10-08 01:23:45,True,15.0,2024-10-08
RID14875,R3496,Rider_3496,Mumbai,3.9,2023-02-23,D981,Driver_981,Bangalore,4.0,Bangalore,COMPLETED,2024-06-06 21:51:13,2024-06-06 22:02:01,2024-06-06 22:21:28,10.8,19.45,9.88,138.32,UPI,2024-06-06 22:21:28,True,14.0,2024-06-06
RID6227,R1528,Rider_1528,Hyderabad,3.8,2025-10-10,D4194,Driver_4194,Delhi,3.3,Delhi,COMPLETED,2025-01-03 17:36:20,2025-01-03 17:55:33,2025-01-03 18:10:08,19.22,14.58,10.73,107.3,CASH,2025-01-03 18:10:08,True,10.0,2025-01-03
RID27778,R7662,Rider_7662,Hyderabad,3.7,2022-05-20,D718,Driver_718,Hyderabad,3.9,Hyderabad,COMPLETED,2023-03-09 01:44:09,2023-03-09 01:58:56,2023-03-09 02:15:41,14.78,16.75,9.03,103.84,CASH,2023-03-09 02:15:40,True,11.5,2023-03-09
RID1512,R7729,Rider_7729,Delhi,3.7,2022-06-14,D261,Driver_261,Delhi,3.6,Delhi,COMPLETED,2025-07-10 11:38:52,2025-07-10 11:58:07,2025-07-10 12:19:35,19.25,21.47,13.54,135.4,UPI,2025-07-10 12:19:35,True,10.0,2025-07-10
RID8089,R177,Rider_177,Hyderabad,4.4,2025-12-21,D4382,Driver_4382,Hyderabad,4.0,Hyderabad,COMPLETED,2025-04-17 07:58:49,2025-04-17 08:12:51,2025-04-17 08:41:46,14.03,28.92,4.04,46.46,CASH,2025-04-17 08:41:46,True,11.5,2025-04-17
RID9470,R7174,Rider_7174,Hyderabad,3.9,2023-11-18,D2910,Driver_2910,Chennai,4.5,Chennai,COMPLETED,2024-07-12 07:46:31,2024-07-12 07:57:18,2024-07-12 08:24:08,10.78,26.83,8.24,131.84,CARD,2024-07-12 08:24:08,True,16.0,2024-07-12
RID28846,R3278,Rider_3278,Bangalore,3.9,2022-02-10,D4790,Driver_4790,Hyderabad,4.0,Hyderabad,COMPLETED,2024-05-09 06:13:52,2024-05-09 06:28:54,2024-05-09 06:42:10,15.03,13.27,11.14,128.11,UPI,2024-05-09 06:42:10,True,11.5,2024-05-09
RID22153,R2555,Rider_2555,Bangalore,4.7,2023-11-19,D1190,Driver_1190,Mumbai,4.1,Mumbai,COMPLETED,2025-01-25 15:47:38,2025-01-25 16:02:54,2025-01-25 16:30:55,15.27,28.02,13.78,206.7,UPI,2025-01-25 16:30:54,True,15.0,2025-01-25
RID10776,R9430,Rider_9430,Bangalore,4.4,2023-01-17,D3550,Driver_3550,Hyderabad,4.0,Hyderabad,COMPLETED,2024-10-16 16:45:08,2024-10-16 16:58:51,2024-10-16 17:27:17,13.72,28.43,4.18,48.07,UPI,2024-10-16 17:27:16,True,11.5,2024-10-16
RID7178,R8429,Rider_8429,Hyderabad,3.6,2022-02-01,D2019,Driver_2019,Mumbai,3.7,Mumbai,COMPLETED,2024-01-18 21:57:28,2024-01-18 22:12:50,2024-01-18 22:35:41,15.37,22.85,4.45,53.4,UPI,2024-01-18 22:35:40,True,12.0,2024-01-18
RID4542,R3131,Rider_3131,Mumbai,4.4,2025-11-27,D1693,Driver_1693,Bangalore,4.0,Bangalore,COMPLETED,2025-10-14 23:02:54,2025-10-14 23:15:42,2025-10-14 23:42:02,12.8,26.33,8.98,125.72,UPI,2025-10-14 23:42:02,True,14.0,2025-10-14
RID3143,R6643,Rider_6643,Chennai,4.7,2022-09-09,D730,Driver_730,Mumbai,4.5,Mumbai,COMPLETED,2023-05-23 14:12:01,2023-05-23 14:24:55,2023-05-23 14:52:46,12.9,27.85,9.9,148.5,CASH,2023-05-23 14:52:45,True,15.0,2023-05-23
RID3444,R6563,Rider_6563,Mumbai,4.8,2024-12-31,D4532,Driver_4532,Chennai,4.5,Chennai,COMPLETED,2025-03-28 06:37:25,2025-03-28 06:48:37,2025-03-28 07:04:57,11.2,16.33,11.88,190.08,CASH,2025-03-28 07:04:57,True,16.0,2025-03-28
RID22532,R6277,Rider_6277,Mumbai,3.8,2022-07-25,D4433,Driver_4433,Mumbai,3.8,Mumbai,COMPLETED,2025-05-03 21:10:49,2025-05-03 21:26:14,2025-05-03 21:50:25,15.42,24.18,10.75,129.0,CARD,2025-05-03 21:50:25,True,12.0,2025-05-03
RID17834,R5678,Rider_5678,Mumbai,3.7,2025-12-04,D4632,Driver_4632,Mumbai,4.5,Mumbai,COMPLETED,2023-12-05 15:47:59,2023-12-05 16:00:15,2023-12-05 16:19:27,12.27,19.2,2.16,32.4,UPI,2023-12-05 16:19:26,True,15.0,2023-12-05
RID8453,R98,Rider_98,Bangalore,3.7,2025-02-25,D3607,Driver_3607,Chennai,4.7,Chennai,COMPLETED,2025-07-11 17:42:45,2025-07-11 17:50:48,2025-07-11 18:18:25,8.05,27.62,13.11,249.09,CARD,2025-07-11 18:18:25,True,19.0,2025-07-11
RID10842,R3249,Rider_3249,Chennai,4.6,2026-01-13,D4495,Driver_4495,Delhi,3.3,Delhi,COMPLETED,2023-01-24 18:56:50,2023-01-24 19:17:10,2023-01-24 19:33:27,20.33,16.28,12.6,126.0,UPI,2023-01-24 19:33:26,True,10.0,2023-01-24
RID10618,R2640,Rider_2640,Mumbai,4.5,2024-04-28,D4773,Driver_4773,Bangalore,4.3,Bangalore,COMPLETED,2025-07-16 16:33:08,2025-07-16 16:43:56,2025-07-16 17:11:11,10.8,27.25,6.15,104.55,UPI,2025-07-16 17:11:11,True,17.0,2025-07-16
RID913,R4360,Rider_4360,Mumbai,4.1,2025-06-15,D3744,Driver_3744,Mumbai,4.5,Mumbai,COMPLETED,2025-01-28 11:26:13,2025-01-28 11:39:13,2025-01-28 12:03:01,13.0,23.8,12.93,193.95,UPI,2025-01-28 12:03:00,True,15.0,2025-01-28
RID23420,R2065,Rider_2065,Mumbai,4.6,2022-12-12,D3334,Driver_3334,Bangalore,4.7,Bangalore,COMPLETED,2023-11-06 13:05:41,2023-11-06 13:15:59,2023-11-06 13:35:47,10.3,19.8,7.21,122.57,CARD,2023-11-06 13:35:47,True,17.0,2023-11-06
RID21785,R6134,Rider_6134,Hyderabad,3.7,2022-12-08,D413,Driver_413,Bangalore,4.7,Bangalore,COMPLETED,2024-11-03 05:58:13,2024-11-03 06:05:36,2024-11-03 06:21:36,7.38,16.0,9.95,199.0,UPI,2024-11-03 06:21:35,True,20.0,2024-11-03
RID32035,R2306,Rider_2306,Hyderabad,4.8,2022-02-13,D793,Driver_793,Chennai,4.6,Chennai,COMPLETED,2024-01-01 23:34:02,2024-01-01 23:42:23,2024-01-02 00:06:43,8.35,24.33,5.49,104.31,UPI,2024-01-02 00:06:43,True,19.0,2024-01-01
RID17972,R3763,Rider_3763,Chennai,4.1,2023-02-28,D2718,Driver_2718,Bangalore,4.8,Bangalore,COMPLETED,2024-07-10 11:48:43,2024-07-10 11:58:23,2024-07-10 12:12:44,9.67,14.35,6.91,138.2,CARD,2024-07-10 12:12:43,True,20.0,2024-07-10
RID11979,R9259,Rider_9259,Delhi,4.5,2025-11-02,D1475,Driver_1475,Delhi,3.4,Delhi,COMPLETED,2023-10-28 22:59:09,2023-10-28 23:18:25,2023-10-28 23:46:28,19.27,28.05,9.1,91.0,CASH,2023-10-28 23:46:27,True,10.0,2023-10-28
RID6730,R6518,Rider_6518,Hyderabad,4.8,2025-11-02,D2703,Driver_2703,Mumbai,3.9,Mumbai,COMPLETED,2024-05-13 04:20:42,2024-05-13 04:36:46,2024-05-13 04:52:57,16.07,16.18,4.13,49.56,CARD,2024-05-13 04:52:56,True,12.0,2024-05-13
RID18478,R7231,Rider_7231,Mumbai,3.7,2022-04-28,D3109,Driver_3109,Hyderabad,3.7,Hyderabad,COMPLETED,2025-03-13 09:01:12,2025-03-13 09:14:35,2025-03-13 09:29:54,13.38,15.32,8.4,96.6,CASH,2025-03-13 09:29:54,True,11.5,2025-03-13
RID25552,R7103,Rider_7103,Delhi,4.1,2025-03-10,D3537,Driver_3537,Delhi,4.2,Delhi,COMPLETED,2025-04-15 18:50:14,2025-04-15 19:08:19,2025-04-15 19:27:50,18.08,19.52,2.13,27.69,CASH,2025-04-15 19:27:50,True,13.0,2025-04-15
RID24360,R2478,Rider_2478,Bangalore,4.5,2024-08-03,D4008,Driver_4008,Mumbai,4.4,Mumbai,COMPLETED,2025-09-03 21:31:12,2025-09-03 21:45:33,2025-09-03 21:57:56,14.35,12.38,9.11,136.65,UPI,2025-09-03 21:57:55,True,15.0,2025-09-03
RID20648,R7872,Rider_7872,Hyderabad,4.7,2022-03-21,D1715,Driver_1715,Mumbai,4.0,Mumbai,COMPLETED,2023-06-03 15:41:16,2023-06-03 15:55:26,2023-06-03 16:25:12,14.17,29.77,9.13,109.56,UPI,2023-06-03 16:25:12,True,12.0,2023-06-03
RID33455,R5900,Rider_5900,Chennai,4.5,2025-10-18,D953,Driver_953,Hyderabad,3.6,Hyderabad,COMPLETED,2023-11-28 22:22:27,2023-11-28 22:39:30,2023-11-28 22:52:41,17.05,13.18,2.42,27.83,UPI,2023-11-28 22:52:41,True,11.5,2023-11-28
RID25544,R9977,Rider_9977,Chennai,4.7,2024-10-24,D3402,Driver_3402,Mumbai,4.0,Mumbai,COMPLETED,2023-01-09 00:19:32,2023-01-09 00:34:11,2023-01-09 00:53:09,14.65,18.97,7.84,94.08,CARD,2023-01-09 00:53:09,True,12.0,2023-01-09
RID30809,R5993,Rider_5993,Hyderabad,4.3,2023-08-01,D4822,Driver_4822,Mumbai,4.4,Mumbai,COMPLETED,2024-12-07 15:20:48,2024-12-07 15:34:21,2024-12-07 15:49:49,13.55,15.47,9.12,136.8,UPI,2024-12-07 15:49:48,True,15.0,2024-12-07
RID7868,R2761,Rider_2761,Delhi,3.6,2026-01-01,D1958,Driver_1958,Bangalore,4.5,Bangalore,COMPLETED,2023-05-03 13:58:49,2023-05-03 14:07:11,2023-05-03 14:34:49,8.37,27.63,10.23,204.6,CARD,2023-05-03 14:34:49,True,20.0,2023-05-03
RID20290,R3269,Rider_3269,Delhi,3.8,2022-10-03,D4406,Driver_4406,Mumbai,4.2,Mumbai,COMPLETED,2025-04-24 07:36:42,2025-04-24 07:49:24,2025-04-24 08:10:14,12.7,20.83,6.38,95.7,CARD,2025-04-24 08:10:13,True,15.0,2025-04-24
RID4869,R8579,Rider_8579,Bangalore,4.3,2022-08-18,D3323,Driver_3323,Mumbai,3.9,Mumbai,COMPLETED,2024-08-14 05:17:50,2024-08-14 05:32:14,2024-08-14 05:46:32,14.4,14.3,4.4,52.8,UPI,2024-08-14 05:46:31,True,12.0,2024-08-14
RID25103,R6037,Rider_6037,Delhi,3.9,2022-07-31,D3394,Driver_3394,Hyderabad,4.4,Hyderabad,COMPLETED,2026-01-16 00:19:14,2026-01-16 00:30:18,2026-01-16 00:56:07,11.07,25.82,8.32,120.64,CASH,2026-01-16 00:56:07,True,14.5,2026-01-16
RID23651,R9828,Rider_9828,Bangalore,4.7,2023-08-15,D1416,Driver_1416,Hyderabad,4.1,Hyderabad,COMPLETED,2025-11-29 04:46:57,2025-11-29 05:00:12,2025-11-29 05:25:34,13.25,25.37,2.97,43.07,UPI,2025-11-29 05:25:33,True,14.5,2025-11-29
RID12146,R7531,Rider_7531,Delhi,3.8,2024-07-01,D3994,Driver_3994,Chennai,4.7,Chennai,COMPLETED,2024-05-22 15:39:21,2024-05-22 15:50:39,2024-05-22 16:18:09,11.3,27.5,7.41,118.56,CARD,2024-05-22 16:18:08,True,16.0,2024-05-22
RID21417,R3572,Rider_3572,Delhi,4.6,2025-06-02,D2487,Driver_2487,Chennai,4.3,Chennai,COMPLETED,2025-06-25 08:58:55,2025-06-25 09:11:59,2025-06-25 09:27:18,13.07,15.32,6.84,109.44,CARD,2025-06-25 09:27:18,True,16.0,2025-06-25
RID3081,R781,Rider_781,Chennai,4.8,2022-03-18,D1835,Driver_1835,Mumbai,3.6,Mumbai,COMPLETED,2025-06-24 17:23:42,2025-06-24 17:39:43,2025-06-24 18:01:20,16.02,21.62,12.53,150.36,CARD,2025-06-24 18:01:19,True,12.0,2025-06-24
RID4824,R7626,Rider_7626,Chennai,3.6,2025-06-06,D1062,Driver_1062,Bangalore,4.5,Bangalore,COMPLETED,2024-01-25 23:26:06,2024-01-25 23:35:23,2024-01-25 23:45:50,9.28,10.45,9.23,184.6,CASH,2024-01-25 23:45:50,True,20.0,2024-01-25
RID12318,R7376,Rider_7376,Hyderabad,3.8,2022-06-18,D4511,Driver_4511,Bangalore,4.5,Bangalore,COMPLETED,2025-06-21 12:16:15,2025-06-21 12:25:18,2025-06-21 12:39:48,9.05,14.5,2.27,45.4,UPI,2025-06-21 12:39:48,True,20.0,2025-06-21
RID2623,R4856,Rider_4856,Bangalore,4.7,2022-01-12,D1489,Driver_1489,Delhi,3.6,Delhi,COMPLETED,2024-04-30 18:44:15,2024-04-30 19:03:09,2024-04-30 19:18:51,18.9,15.7,3.98,39.8,CARD,2024-04-30 19:18:51,True,10.0,2024-04-30
RID26281,R4431,Rider_4431,Hyderabad,3.7,2024-12-17,D2485,Driver_2485,Bangalore,5.0,Bangalore,COMPLETED,2026-01-03 19:54:54,2026-01-03 20:02:08,2026-01-03 20:12:46,7.23,10.63,2.19,43.8,UPI,2026-01-03 20:12:45,True,20.0,2026-01-03
RID26284,R1377,Rider_1377,Bangalore,4.4,2024-12-04,D4632,Driver_4632,Mumbai,4.5,Mumbai,COMPLETED,2025-03-19 01:09:15,2025-03-19 01:22:12,2025-03-19 01:40:27,12.95,18.25,3.99,59.85,UPI,2025-03-19 01:40:27,True,15.0,2025-03-19
RID13075,R8101,Rider_8101,Chennai,3.7,2024-11-28,D36,Driver_36,Mumbai,4.2,Mumbai,COMPLETED,2025-04-28 08:57:33,2025-04-28 09:11:43,2025-04-28 09:38:46,14.17,27.05,4.54,68.1,UPI,2025-04-28 09:38:45,True,15.0,2025-04-28
RID33304,R8280,Rider_8280,Hyderabad,4.3,2022-07-24,D2030,Driver_2030,Mumbai,4.4,Mumbai,COMPLETED,2023-09-16 20:24:54,2023-09-16 20:39:49,2023-09-16 20:51:30,14.92,11.68,10.73,160.95,CASH,2023-09-16 20:51:30,True,15.0,2023-09-16
RID26999,R4010,Rider_4010,Bangalore,3.8,2025-04-01,D4759,Driver_4759,Hyderabad,3.5,Hyderabad,COMPLETED,2024-01-15 22:14:36,2024-01-15 22:31:59,2024-01-15 22:58:40,17.38,26.68,4.33,49.8,CASH,2024-01-15 22:58:39,True,11.5,2024-01-15
RID9570,R2757,Rider_2757,Chennai,3.9,2022-01-08,D3348,Driver_3348,Mumbai,3.7,Mumbai,COMPLETED,2024-11-21 03:57:06,2024-11-21 04:13:07,2024-11-21 04:40:19,16.02,27.2,7.61,91.32,UPI,2024-11-21 04:40:19,True,12.0,2024-11-21
RID380,R800,Rider_800,Chennai,4.4,2025-04-14,D4221,Driver_4221,Delhi,3.8,Delhi,COMPLETED,2023-02-08 15:11:21,2023-02-08 15:29:23,2023-02-08 15:45:45,18.03,16.37,9.66,96.6,UPI,2023-02-08 15:45:45,True,10.0,2023-02-08
RID24495,R9956,Rider_9956,Hyderabad,4.3,2025-10-29,D77,Driver_77,Hyderabad,4.2,Hyderabad,COMPLETED,2023-03-09 00:36:14,2023-03-09 00:48:49,2023-03-09 01:13:33,12.58,24.73,6.34,91.93,CASH,2023-03-09 01:13:33,True,14.5,2023-03-09
RID29359,R9534,Rider_9534,Hyderabad,4.4,2025-11-05,D715,Driver_715,Delhi,3.4,Delhi,COMPLETED,2024-03-21 09:46:41,2024-03-21 10:07:27,2024-03-21 10:19:42,20.77,12.25,10.55,105.5,CARD,2024-03-21 10:19:41,True,10.0,2024-03-21
RID20495,R5582,Rider_5582,Bangalore,3.7,2022-04-22,D3437,Driver_3437,Hyderabad,3.9,Hyderabad,COMPLETED,2024-01-13 09:30:58,2024-01-13 09:44:26,2024-01-13 09:59:55,13.47,15.48,10.69,122.93,CASH,2024-01-13 09:59:54,True,11.5,2024-01-13
RID15604,R9419,Rider_9419,Hyderabad,3.7,2025-06-07,D182,Driver_182,Bangalore,4.1,Bangalore,COMPLETED,2024-02-21 07:18:33,2024-02-21 07:30:23,2024-02-21 07:55:48,11.83,25.42,7.22,122.74,CASH,2024-02-21 07:55:47,True,17.0,2024-02-21
RID17759,R5189,Rider_5189,Mumbai,4.6,2023-03-16,D1392,Driver_1392,Hyderabad,3.9,Hyderabad,COMPLETED,2023-05-23 08:06:48,2023-05-23 08:19:40,2023-05-23 08:31:21,12.87,11.68,10.56,121.44,UPI,2023-05-23 08:31:21,True,11.5,2023-05-23
RID28188,R4916,Rider_4916,Hyderabad,4.3,2024-07-11,D4133,Driver_4133,Delhi,3.7,Delhi,COMPLETED,2025-11-12 09:16:30,2025-11-12 09:35:56,2025-11-12 09:51:04,19.43,15.13,7.28,72.8,UPI,2025-11-12 09:51:03,True,10.0,2025-11-12
RID12483,R608,Rider_608,Hyderabad,4.7,2024-04-06,D509,Driver_509,Delhi,3.4,Delhi,COMPLETED,2025-02-03 22:09:31,2025-02-03 22:30:17,2025-02-03 22:53:00,20.77,22.72,2.44,24.4,CASH,2025-02-03 22:52:59,True,10.0,2025-02-03
RID11474,R823,Rider_823,Hyderabad,4.3,2023-09-25,D2754,Driver_2754,Hyderabad,4.1,Hyderabad,COMPLETED,2025-09-30 18:56:25,2025-09-30 19:10:43,2025-09-30 19:30:32,14.3,19.82,3.86,55.97,CARD,2025-09-30 19:30:31,True,14.5,2025-09-30
RID12630,R290,Rider_290,Hyderabad,4.6,2024-08-27,D3478,Driver_3478,Chennai,4.6,Chennai,COMPLETED,2023-04-09 16:58:53,2023-04-09 17:08:36,2023-04-09 17:38:00,9.72,29.4,3.69,70.11,CARD,2023-04-09 17:38:00,True,19.0,2023-04-09
RID3105,R8934,Rider_8934,Mumbai,4.0,2023-08-02,D4630,Driver_4630,Delhi,3.3,Delhi,COMPLETED,2026-01-04 16:49:17,2026-01-04 17:09:30,2026-01-04 17:24:26,20.22,14.93,11.52,115.2,CARD,2026-01-04 17:24:26,True,10.0,2026-01-04
RID15293,R2962,Rider_2962,Hyderabad,4.5,2024-01-24,D4756,Driver_4756,Delhi,3.9,Delhi,COMPLETED,2025-04-06 03:17:09,2025-04-06 03:35:27,2025-04-06 04:03:12,18.3,27.75,9.5,95.0,CASH,2025-04-06 04:03:11,True,10.0,2025-04-06
RID10121,R9430,Rider_9430,Bangalore,4.4,2023-01-17,D2910,Driver_2910,Chennai,4.5,Chennai,COMPLETED,2026-01-01 13:28:12,2026-01-01 13:39:17,2026-01-01 13:55:50,11.08,16.55,11.98,191.68,CASH,2026-01-01 13:55:50,True,16.0,2026-01-01
RID17055,R7738,Rider_7738,Delhi,4.5,2024-06-05,D3544,Driver_3544,Mumbai,4.4,Mumbai,COMPLETED,2025-10-02 19:39:24,2025-10-02 19:51:19,2025-10-02 20:19:58,11.92,28.65,4.72,70.8,UPI,2025-10-02 20:19:58,True,15.0,2025-10-02
RID5109,R7288,Rider_7288,Hyderabad,4.3,2023-12-01,D1035,Driver_1035,Delhi,3.2,Delhi,COMPLETED,2023-08-30 03:31:05,2023-08-30 03:53:15,2023-08-30 04:04:03,22.17,10.8,2.51,25.1,CASH,2023-08-30 04:04:03,True,10.0,2023-08-30
RID16192,R8467,Rider_8467,Hyderabad,3.9,2024-03-12,D3730,Driver_3730,Mumbai,3.7,Mumbai,COMPLETED,2023-11-12 11:22:50,2023-11-12 11:40:10,2023-11-12 11:57:39,17.33,17.48,12.82,153.84,UPI,2023-11-12 11:57:38,True,12.0,2023-11-12
RID24162,R5081,Rider_5081,Mumbai,3.9,2022-03-09,D1412,Driver_1412,Chennai,4.2,Chennai,COMPLETED,2025-07-22 22:37:40,2025-07-22 22:49:47,2025-07-22 23:16:45,12.12,26.97,9.14,146.24,CARD,2025-07-22 23:16:44,True,16.0,2025-07-22
